[s],CH1[V]
-8.680E-08,2.499E-01
-8.640E-08,2.899E-01
-8.600E-08,3.099E-01
-8.560E-08,3.099E-01
-8.520E-08,3.099E-01
-8.480E-08,3.099E-01
-8.440E-08,3.099E-01
-8.400E-08,3.299E-01
-8.360E-08,3.299E-01
-8.320E-08,3.299E-01
-8.280E-08,3.299E-01
-8.240E-08,3.299E-01
-8.200E-08,3.499E-01
-8.160E-08,3.499E-01
-8.120E-08,3.499E-01
-8.080E-08,3.499E-01
-8.040E-08,3.499E-01
-8.000E-08,3.699E-01
-7.960E-08,3.699E-01
-7.920E-08,3.699E-01
-7.880E-08,3.899E-01
-7.840E-08,3.899E-01
-7.800E-08,3.899E-01
-7.760E-08,3.899E-01
-7.720E-08,3.899E-01
-7.680E-08,3.899E-01
-7.640E-08,3.899E-01
-7.600E-08,4.099E-01
-7.560E-08,4.099E-01
-7.520E-08,4.099E-01
-7.480E-08,4.099E-01
-7.440E-08,4.099E-01
-7.400E-08,4.099E-01
-7.360E-08,4.099E-01
-7.320E-08,4.099E-01
-7.280E-08,4.099E-01
-7.240E-08,4.099E-01
-7.200E-08,4.099E-01
-7.160E-08,4.099E-01
-7.120E-08,4.099E-01
-7.080E-08,3.899E-01
-7.040E-08,3.899E-01
-7.000E-08,3.899E-01
-6.960E-08,3.899E-01
-6.920E-08,3.899E-01
-6.880E-08,3.699E-01
-6.840E-08,3.699E-01
-6.800E-08,3.499E-01
-6.760E-08,3.499E-01
-6.720E-08,3.499E-01
-6.680E-08,3.499E-01
-6.640E-08,3.499E-01
-6.600E-08,3.299E-01
-6.560E-08,3.299E-01
-6.520E-08,3.299E-01
-6.480E-08,3.099E-01
-6.440E-08,3.099E-01
-6.400E-08,3.099E-01
-6.360E-08,3.099E-01
-6.320E-08,3.099E-01
-6.280E-08,2.899E-01
-6.240E-08,2.899E-01
-6.200E-08,2.699E-01
-6.160E-08,2.699E-01
-6.120E-08,2.699E-01
-6.080E-08,2.499E-01
-6.040E-08,2.499E-01
-6.000E-08,2.299E-01
-5.960E-08,2.299E-01
-5.920E-08,2.299E-01
-5.880E-08,2.099E-01
-5.840E-08,1.899E-01
-5.800E-08,1.899E-01
-5.760E-08,1.699E-01
-5.720E-08,1.499E-01
-5.680E-08,1.499E-01
-5.640E-08,1.499E-01
-5.600E-08,1.499E-01
-5.560E-08,1.499E-01
-5.520E-08,1.299E-01
-5.480E-08,1.299E-01
-5.440E-08,8.994E-02
-5.400E-08,8.994E-02
-5.360E-08,8.994E-02
-5.320E-08,8.994E-02
-5.280E-08,8.994E-02
-5.240E-08,4.994E-02
-5.200E-08,4.994E-02
-5.160E-08,2.994E-02
-5.120E-08,2.994E-02
-5.080E-08,9.938E-03
-5.040E-08,-1.006E-02
-5.000E-08,-1.006E-02
-4.960E-08,-3.006E-02
-4.920E-08,-3.006E-02
-4.880E-08,-3.006E-02
-4.840E-08,-3.006E-02
-4.800E-08,-3.006E-02
-4.760E-08,-5.006E-02
-4.720E-08,-7.006E-02
-4.680E-08,-7.006E-02
-4.640E-08,-1.101E-01
-4.600E-08,-1.101E-01
-4.560E-08,-1.301E-01
-4.520E-08,-1.301E-01
-4.480E-08,-1.501E-01
-4.440E-08,-1.501E-01
-4.400E-08,-1.701E-01
-4.360E-08,-1.701E-01
-4.320E-08,-1.701E-01
-4.280E-08,-1.901E-01
-4.240E-08,-2.101E-01
-4.200E-08,-2.101E-01
-4.160E-08,-2.301E-01
-4.120E-08,-2.301E-01
-4.080E-08,-2.501E-01
-4.040E-08,-2.501E-01
-4.000E-08,-2.701E-01
-3.960E-08,-2.701E-01
-3.920E-08,-2.701E-01
-3.880E-08,-2.701E-01
-3.840E-08,-2.901E-01
-3.800E-08,-2.901E-01
-3.760E-08,-3.101E-01
-3.720E-08,-3.101E-01
-3.680E-08,-3.301E-01
-3.640E-08,-3.301E-01
-3.600E-08,-3.501E-01
-3.560E-08,-3.501E-01
-3.520E-08,-3.501E-01
-3.480E-08,-3.501E-01
-3.440E-08,-3.501E-01
-3.400E-08,-3.701E-01
-3.360E-08,-3.701E-01
-3.320E-08,-3.701E-01
-3.280E-08,-3.901E-01
-3.240E-08,-3.901E-01
-3.200E-08,-4.101E-01
-3.160E-08,-4.101E-01
-3.120E-08,-4.101E-01
-3.080E-08,-4.101E-01
-3.040E-08,-4.101E-01
-3.000E-08,-4.101E-01
-2.960E-08,-4.101E-01
-2.920E-08,-4.101E-01
-2.880E-08,-4.301E-01
-2.840E-08,-4.301E-01
-2.800E-08,-4.301E-01
-2.760E-08,-4.301E-01
-2.720E-08,-4.301E-01
-2.680E-08,-4.301E-01
-2.640E-08,-4.301E-01
-2.600E-08,-4.301E-01
-2.560E-08,-4.301E-01
-2.520E-08,-4.301E-01
-2.480E-08,-4.501E-01
-2.440E-08,-4.501E-01
-2.400E-08,-4.301E-01
-2.360E-08,-4.301E-01
-2.320E-08,-4.301E-01
-2.280E-08,-4.301E-01
-2.240E-08,-4.301E-01
-2.200E-08,-4.301E-01
-2.160E-08,-4.301E-01
-2.120E-08,-4.301E-01
-2.080E-08,-4.301E-01
-2.040E-08,-4.301E-01
-2.000E-08,-4.301E-01
-1.960E-08,-4.301E-01
-1.920E-08,-4.301E-01
-1.880E-08,-4.101E-01
-1.840E-08,-4.101E-01
-1.800E-08,-4.101E-01
-1.760E-08,-4.101E-01
-1.720E-08,-4.101E-01
-1.680E-08,-3.901E-01
-1.640E-08,-3.901E-01
-1.600E-08,-3.701E-01
-1.560E-08,-3.701E-01
-1.520E-08,-3.701E-01
-1.480E-08,-3.701E-01
-1.440E-08,-3.701E-01
-1.400E-08,-3.701E-01
-1.360E-08,-3.501E-01
-1.320E-08,-3.301E-01
-1.280E-08,-3.101E-01
-1.240E-08,-3.101E-01
-1.200E-08,-3.101E-01
-1.160E-08,-3.101E-01
-1.120E-08,-3.101E-01
-1.080E-08,-2.901E-01
-1.040E-08,-2.901E-01
-1.000E-08,-2.901E-01
-9.600E-09,-2.901E-01
-9.200E-09,-2.701E-01
-8.800E-09,-2.701E-01
-8.400E-09,-2.501E-01
-8.000E-09,-2.301E-01
-7.600E-09,-2.301E-01
-7.200E-09,-2.101E-01
-6.800E-09,-2.101E-01
-6.400E-09,-1.701E-01
-6.000E-09,-1.701E-01
-5.600E-09,-1.701E-01
-5.200E-09,-1.701E-01
-4.800E-09,-1.701E-01
-4.400E-09,-1.301E-01
-4.000E-09,-1.301E-01
-3.600E-09,-1.101E-01
-3.200E-09,-9.006E-02
-2.800E-09,-9.006E-02
-2.400E-09,-9.006E-02
-2.000E-09,-9.006E-02
-1.600E-09,-7.006E-02
-1.200E-09,-5.006E-02
-8.000E-10,-3.006E-02
-4.000E-10,-3.006E-02
-9.492E-15,-3.006E-02
4.000E-10,-3.006E-02
8.000E-10,-3.006E-02
1.200E-09,-1.006E-02
1.600E-09,2.994E-02
2.000E-09,2.994E-02
2.400E-09,2.994E-02
2.800E-09,2.994E-02
3.200E-09,2.994E-02
3.600E-09,6.994E-02
4.000E-09,6.994E-02
4.400E-09,8.994E-02
4.800E-09,8.994E-02
5.200E-09,1.099E-01
5.600E-09,1.099E-01
6.000E-09,1.099E-01
6.400E-09,1.299E-01
6.800E-09,1.499E-01
7.200E-09,1.499E-01
7.600E-09,1.699E-01
8.000E-09,1.899E-01
8.400E-09,1.899E-01
8.800E-09,1.899E-01
9.200E-09,2.099E-01
9.600E-09,2.099E-01
1.000E-08,2.299E-01
1.040E-08,2.299E-01
1.080E-08,2.299E-01
1.120E-08,2.499E-01
1.160E-08,2.499E-01
1.200E-08,2.699E-01
1.240E-08,2.699E-01
1.280E-08,2.699E-01
1.320E-08,2.699E-01
1.360E-08,2.699E-01
1.400E-08,2.699E-01
1.440E-08,2.899E-01
1.480E-08,3.099E-01
1.520E-08,3.099E-01
1.560E-08,3.099E-01
1.600E-08,3.099E-01
1.640E-08,3.099E-01
1.680E-08,3.299E-01
1.720E-08,3.299E-01
1.760E-08,3.499E-01
1.800E-08,3.499E-01
1.840E-08,3.499E-01
1.880E-08,3.499E-01
1.920E-08,3.499E-01
1.960E-08,3.899E-01
2.000E-08,3.899E-01
2.040E-08,3.899E-01
2.080E-08,3.899E-01
2.120E-08,3.899E-01
2.160E-08,3.899E-01
2.200E-08,3.899E-01
2.240E-08,3.899E-01
2.280E-08,3.899E-01
2.320E-08,3.699E-01
2.360E-08,3.699E-01
2.400E-08,3.699E-01
2.440E-08,3.899E-01
2.480E-08,4.099E-01
2.520E-08,4.099E-01
2.560E-08,4.099E-01
2.600E-08,3.899E-01
2.640E-08,3.899E-01
2.680E-08,3.899E-01
2.720E-08,3.899E-01
2.760E-08,3.899E-01
2.800E-08,3.899E-01
2.840E-08,3.899E-01
2.880E-08,3.899E-01
2.920E-08,3.899E-01
2.960E-08,3.899E-01
3.000E-08,3.699E-01
3.040E-08,3.699E-01
3.080E-08,3.699E-01
3.120E-08,3.699E-01
3.160E-08,3.699E-01
3.200E-08,3.699E-01
3.240E-08,3.699E-01
3.280E-08,3.699E-01
3.320E-08,3.499E-01
3.360E-08,3.499E-01
3.400E-08,3.299E-01
3.440E-08,3.299E-01
3.480E-08,3.299E-01
3.520E-08,3.099E-01
3.560E-08,3.099E-01
3.600E-08,3.099E-01
3.640E-08,3.099E-01
3.680E-08,3.099E-01
3.720E-08,3.099E-01
3.760E-08,2.899E-01
3.800E-08,2.699E-01
3.840E-08,2.699E-01
3.880E-08,2.699E-01
3.920E-08,2.699E-01
3.960E-08,2.699E-01
4.000E-08,2.499E-01
4.040E-08,2.299E-01
4.080E-08,2.099E-01
4.120E-08,2.099E-01
4.160E-08,1.899E-01
4.200E-08,1.699E-01
4.240E-08,1.699E-01
4.280E-08,1.699E-01
4.320E-08,1.699E-01
4.360E-08,1.699E-01
4.400E-08,1.699E-01
4.440E-08,1.499E-01
4.480E-08,1.299E-01
4.520E-08,1.299E-01
4.560E-08,1.099E-01
4.600E-08,8.994E-02
4.640E-08,8.994E-02
4.680E-08,8.994E-02
4.720E-08,8.994E-02
4.760E-08,4.994E-02
4.800E-08,4.994E-02
4.840E-08,2.994E-02
4.880E-08,2.994E-02
4.920E-08,9.938E-03
4.960E-08,9.938E-03
5.000E-08,-1.006E-02
5.040E-08,-1.006E-02
5.080E-08,-1.006E-02
5.120E-08,-3.006E-02
5.160E-08,-5.006E-02
5.200E-08,-5.006E-02
5.240E-08,-7.006E-02
5.280E-08,-7.006E-02
5.320E-08,-9.006E-02
5.360E-08,-1.101E-01
5.400E-08,-1.101E-01
5.440E-08,-1.301E-01
5.480E-08,-1.301E-01
5.520E-08,-1.501E-01
5.560E-08,-1.501E-01
5.600E-08,-1.701E-01
5.640E-08,-1.701E-01
5.680E-08,-1.701E-01
5.720E-08,-1.901E-01
5.760E-08,-2.101E-01
5.800E-08,-2.101E-01
5.840E-08,-2.301E-01
5.880E-08,-2.301E-01
5.920E-08,-2.501E-01
5.960E-08,-2.501E-01
6.000E-08,-2.701E-01
6.040E-08,-2.701E-01
6.080E-08,-2.701E-01
6.120E-08,-2.701E-01
6.160E-08,-2.701E-01
6.200E-08,-2.701E-01
6.240E-08,-2.901E-01
6.280E-08,-3.101E-01
6.320E-08,-3.101E-01
6.360E-08,-3.301E-01
6.400E-08,-3.501E-01
6.440E-08,-3.501E-01
6.480E-08,-3.501E-01
6.520E-08,-3.701E-01
6.560E-08,-3.701E-01
6.600E-08,-3.901E-01
6.640E-08,-3.901E-01
6.680E-08,-3.901E-01
6.720E-08,-3.901E-01
6.760E-08,-3.901E-01
6.800E-08,-3.901E-01
6.840E-08,-3.901E-01
6.880E-08,-3.901E-01
6.920E-08,-3.901E-01
6.960E-08,-3.901E-01
7.000E-08,-4.101E-01
7.040E-08,-4.101E-01
7.080E-08,-4.101E-01
7.120E-08,-4.301E-01
7.160E-08,-4.301E-01
7.200E-08,-4.301E-01
7.240E-08,-4.301E-01
7.280E-08,-4.301E-01
7.320E-08,-4.301E-01
7.360E-08,-4.301E-01
7.400E-08,-4.301E-01
7.440E-08,-4.301E-01
7.480E-08,-4.301E-01
7.520E-08,-4.501E-01
7.560E-08,-4.501E-01
7.600E-08,-4.301E-01
7.640E-08,-4.301E-01
7.680E-08,-4.301E-01
7.720E-08,-4.301E-01
7.760E-08,-4.301E-01
7.800E-08,-4.501E-01
7.840E-08,-4.501E-01
7.880E-08,-4.501E-01
7.920E-08,-4.301E-01
7.960E-08,-4.301E-01
8.000E-08,-4.301E-01
8.040E-08,-4.301E-01
8.080E-08,-4.301E-01
8.120E-08,-4.301E-01
8.160E-08,-4.101E-01
8.200E-08,-3.901E-01
8.240E-08,-3.901E-01
8.280E-08,-3.901E-01
8.320E-08,-3.901E-01
8.360E-08,-3.901E-01
8.400E-08,-3.701E-01
8.440E-08,-3.701E-01
8.480E-08,-3.701E-01
8.520E-08,-3.701E-01
8.560E-08,-3.701E-01
8.600E-08,-3.501E-01
8.640E-08,-3.501E-01
8.680E-08,-3.501E-01
8.720E-08,-3.501E-01
8.760E-08,-3.501E-01
8.800E-08,-3.301E-01
8.840E-08,-3.101E-01
8.880E-08,-2.901E-01
8.920E-08,-2.901E-01
8.960E-08,-2.901E-01
9.000E-08,-2.901E-01
9.040E-08,-2.701E-01
9.080E-08,-2.501E-01
9.120E-08,-2.501E-01
9.160E-08,-2.301E-01
9.200E-08,-2.301E-01
9.240E-08,-2.301E-01
9.280E-08,-2.301E-01
9.320E-08,-2.301E-01
9.360E-08,-1.901E-01
9.400E-08,-1.701E-01
9.440E-08,-1.701E-01
9.480E-08,-1.701E-01
9.520E-08,-1.701E-01
9.560E-08,-1.701E-01
9.600E-08,-1.501E-01
9.640E-08,-1.301E-01
9.680E-08,-1.101E-01
9.720E-08,-9.006E-02
9.760E-08,-9.006E-02
9.800E-08,-9.006E-02
9.840E-08,-9.006E-02
9.880E-08,-9.006E-02
9.920E-08,-9.006E-02
9.960E-08,-5.006E-02
1.000E-07,-5.006E-02
1.004E-07,-3.006E-02
1.008E-07,-3.006E-02
1.012E-07,-3.006E-02
1.016E-07,9.938E-03
1.020E-07,2.994E-02
1.024E-07,4.994E-02
1.028E-07,6.994E-02
1.032E-07,6.994E-02
1.036E-07,6.994E-02
1.040E-07,8.994E-02
1.044E-07,8.994E-02
1.048E-07,8.994E-02
1.052E-07,1.099E-01
1.056E-07,1.099E-01
1.060E-07,1.099E-01
1.064E-07,1.299E-01
1.068E-07,1.499E-01
1.072E-07,1.699E-01
1.076E-07,1.699E-01
1.080E-07,1.699E-01
1.084E-07,1.699E-01
1.088E-07,1.699E-01
1.092E-07,1.899E-01
1.096E-07,2.299E-01
1.100E-07,2.299E-01
1.104E-07,2.299E-01
1.108E-07,2.299E-01
1.112E-07,2.299E-01
1.116E-07,2.299E-01
1.120E-07,2.499E-01
1.124E-07,2.499E-01
1.128E-07,2.499E-01
1.132E-07,2.699E-01
1.136E-07,2.699E-01
1.140E-07,2.699E-01
1.144E-07,2.899E-01
1.148E-07,3.099E-01
1.152E-07,3.299E-01
1.156E-07,3.299E-01
1.160E-07,3.299E-01
1.164E-07,3.299E-01
1.168E-07,3.299E-01
1.172E-07,3.499E-01
1.176E-07,3.499E-01
1.180E-07,3.499E-01
1.184E-07,3.499E-01
1.188E-07,3.499E-01
1.192E-07,3.699E-01
1.196E-07,3.699E-01
1.200E-07,3.699E-01
