[s],CH1[V]
-2.8766E-05,-3.263E-03
-2.8760E-05,-3.263E-03
-2.8760E-05,7.367E-04
-2.8754E-05,-3.263E-03
-2.8754E-05,7.367E-04
-2.8748E-05,-3.263E-03
-2.8748E-05,7.367E-04
-2.8742E-05,-3.263E-03
-2.8742E-05,7.367E-04
-2.8736E-05,7.367E-04
-2.8736E-05,4.737E-03
-2.8730E-05,-3.263E-03
-2.8730E-05,7.367E-04
-2.8724E-05,-3.263E-03
-2.8724E-05,7.367E-04
-2.8718E-05,7.367E-04
-2.8718E-05,4.737E-03
-2.8712E-05,7.367E-04
-2.8712E-05,7.367E-04
-2.8706E-05,7.367E-04
-2.8706E-05,7.367E-04
-2.8700E-05,7.367E-04
-2.8700E-05,4.737E-03
-2.8694E-05,7.367E-04
-2.8694E-05,4.737E-03
-2.8688E-05,7.367E-04
-2.8688E-05,4.737E-03
-2.8682E-05,7.367E-04
-2.8682E-05,8.737E-03
-2.8676E-05,4.737E-03
-2.8676E-05,4.737E-03
-2.8670E-05,4.737E-03
-2.8670E-05,4.737E-03
-2.8664E-05,4.737E-03
-2.8664E-05,4.737E-03
-2.8658E-05,4.737E-03
-2.8658E-05,4.737E-03
-2.8652E-05,4.737E-03
-2.8652E-05,8.737E-03
-2.8646E-05,4.737E-03
-2.8646E-05,4.737E-03
-2.8640E-05,4.737E-03
-2.8640E-05,8.737E-03
-2.8634E-05,4.737E-03
-2.8634E-05,8.737E-03
-2.8628E-05,4.737E-03
-2.8628E-05,8.737E-03
-2.8622E-05,4.737E-03
-2.8622E-05,8.737E-03
-2.8616E-05,8.737E-03
-2.8616E-05,1.274E-02
-2.8610E-05,8.737E-03
-2.8610E-05,1.274E-02
-2.8604E-05,8.737E-03
-2.8604E-05,8.737E-03
-2.8598E-05,8.737E-03
-2.8598E-05,1.274E-02
-2.8592E-05,8.737E-03
-2.8592E-05,1.274E-02
-2.8586E-05,8.737E-03
-2.8586E-05,1.274E-02
-2.8580E-05,8.737E-03
-2.8580E-05,1.274E-02
-2.8574E-05,8.737E-03
-2.8574E-05,1.274E-02
-2.8568E-05,8.737E-03
-2.8568E-05,1.274E-02
-2.8562E-05,1.274E-02
-2.8562E-05,1.274E-02
-2.8556E-05,1.274E-02
-2.8556E-05,1.274E-02
-2.8550E-05,1.274E-02
-2.8550E-05,1.274E-02
-2.8544E-05,1.274E-02
-2.8544E-05,1.274E-02
-2.8538E-05,1.274E-02
-2.8538E-05,1.674E-02
-2.8532E-05,1.274E-02
-2.8532E-05,1.674E-02
-2.8526E-05,1.274E-02
-2.8526E-05,1.674E-02
-2.8520E-05,1.274E-02
-2.8520E-05,1.674E-02
-2.8514E-05,1.274E-02
-2.8514E-05,1.674E-02
-2.8508E-05,1.274E-02
-2.8508E-05,1.674E-02
-2.8502E-05,1.274E-02
-2.8502E-05,1.674E-02
-2.8496E-05,1.274E-02
-2.8496E-05,1.674E-02
-2.8490E-05,1.274E-02
-2.8490E-05,1.674E-02
-2.8484E-05,1.274E-02
-2.8484E-05,1.674E-02
-2.8478E-05,1.274E-02
-2.8478E-05,1.674E-02
-2.8472E-05,1.274E-02
-2.8472E-05,1.674E-02
-2.8466E-05,1.674E-02
-2.8466E-05,1.674E-02
-2.8460E-05,1.674E-02
-2.8460E-05,1.674E-02
-2.8454E-05,1.674E-02
-2.8454E-05,1.674E-02
-2.8448E-05,1.674E-02
-2.8448E-05,1.674E-02
-2.8442E-05,1.674E-02
-2.8442E-05,1.674E-02
-2.8436E-05,1.674E-02
-2.8436E-05,2.074E-02
-2.8430E-05,1.674E-02
-2.8430E-05,2.074E-02
-2.8424E-05,1.674E-02
-2.8424E-05,2.074E-02
-2.8418E-05,1.674E-02
-2.8418E-05,2.074E-02
-2.8412E-05,1.674E-02
-2.8412E-05,2.074E-02
-2.8406E-05,1.674E-02
-2.8406E-05,2.074E-02
-2.8400E-05,1.674E-02
-2.8400E-05,2.074E-02
-2.8394E-05,1.674E-02
-2.8394E-05,2.074E-02
-2.8388E-05,1.674E-02
-2.8388E-05,2.074E-02
-2.8382E-05,1.674E-02
-2.8382E-05,2.074E-02
-2.8376E-05,2.074E-02
-2.8376E-05,2.074E-02
-2.8370E-05,1.674E-02
-2.8370E-05,2.074E-02
-2.8364E-05,1.674E-02
-2.8364E-05,2.074E-02
-2.8358E-05,1.674E-02
-2.8358E-05,2.074E-02
-2.8352E-05,1.674E-02
-2.8352E-05,2.074E-02
-2.8346E-05,1.674E-02
-2.8346E-05,2.074E-02
-2.8340E-05,1.674E-02
-2.8340E-05,2.074E-02
-2.8334E-05,1.674E-02
-2.8334E-05,2.074E-02
-2.8328E-05,1.674E-02
-2.8328E-05,2.074E-02
-2.8322E-05,1.674E-02
-2.8322E-05,2.074E-02
-2.8316E-05,1.674E-02
-2.8316E-05,2.074E-02
-2.8310E-05,1.674E-02
-2.8310E-05,2.074E-02
-2.8304E-05,1.674E-02
-2.8304E-05,2.074E-02
-2.8298E-05,1.674E-02
-2.8298E-05,2.074E-02
-2.8292E-05,1.674E-02
-2.8292E-05,2.074E-02
-2.8286E-05,1.674E-02
-2.8286E-05,2.074E-02
-2.8280E-05,1.674E-02
-2.8280E-05,2.074E-02
-2.8274E-05,1.674E-02
-2.8274E-05,2.074E-02
-2.8268E-05,1.674E-02
-2.8268E-05,2.074E-02
-2.8262E-05,1.674E-02
-2.8262E-05,2.074E-02
-2.8256E-05,1.674E-02
-2.8256E-05,2.074E-02
-2.8250E-05,1.674E-02
-2.8250E-05,2.074E-02
-2.8244E-05,1.674E-02
-2.8244E-05,2.074E-02
-2.8238E-05,1.674E-02
-2.8238E-05,2.074E-02
-2.8232E-05,1.674E-02
-2.8232E-05,2.074E-02
-2.8226E-05,1.674E-02
-2.8226E-05,1.674E-02
-2.8220E-05,1.674E-02
-2.8220E-05,1.674E-02
-2.8214E-05,1.674E-02
-2.8214E-05,1.674E-02
-2.8208E-05,1.674E-02
-2.8208E-05,1.674E-02
-2.8202E-05,1.674E-02
-2.8202E-05,2.074E-02
-2.8196E-05,1.674E-02
-2.8196E-05,1.674E-02
-2.8190E-05,1.274E-02
-2.8190E-05,1.674E-02
-2.8184E-05,1.274E-02
-2.8184E-05,1.674E-02
-2.8178E-05,1.274E-02
-2.8178E-05,1.674E-02
-2.8172E-05,1.274E-02
-2.8172E-05,1.674E-02
-2.8166E-05,1.274E-02
-2.8166E-05,1.674E-02
-2.8160E-05,1.274E-02
-2.8160E-05,1.674E-02
-2.8154E-05,1.274E-02
-2.8154E-05,1.674E-02
-2.8148E-05,1.274E-02
-2.8148E-05,1.674E-02
-2.8142E-05,1.274E-02
-2.8142E-05,1.674E-02
-2.8136E-05,1.274E-02
-2.8136E-05,1.674E-02
-2.8130E-05,1.274E-02
-2.8130E-05,1.674E-02
-2.8124E-05,8.737E-03
-2.8124E-05,1.674E-02
-2.8118E-05,8.737E-03
-2.8118E-05,1.274E-02
-2.8112E-05,8.737E-03
-2.8112E-05,1.274E-02
-2.8106E-05,8.737E-03
-2.8106E-05,1.274E-02
-2.8100E-05,8.737E-03
-2.8100E-05,1.274E-02
-2.8094E-05,8.737E-03
-2.8094E-05,1.274E-02
-2.8088E-05,8.737E-03
-2.8088E-05,8.737E-03
-2.8082E-05,8.737E-03
-2.8082E-05,1.274E-02
-2.8076E-05,8.737E-03
-2.8076E-05,1.274E-02
-2.8070E-05,8.737E-03
-2.8070E-05,1.274E-02
-2.8064E-05,4.737E-03
-2.8064E-05,1.274E-02
-2.8058E-05,8.737E-03
-2.8058E-05,8.737E-03
-2.8052E-05,4.737E-03
-2.8052E-05,8.737E-03
-2.8046E-05,4.737E-03
-2.8046E-05,8.737E-03
-2.8040E-05,4.737E-03
-2.8040E-05,8.737E-03
-2.8034E-05,4.737E-03
-2.8034E-05,8.737E-03
-2.8028E-05,4.737E-03
-2.8028E-05,8.737E-03
-2.8022E-05,4.737E-03
-2.8022E-05,4.737E-03
-2.8016E-05,4.737E-03
-2.8016E-05,4.737E-03
-2.8010E-05,4.737E-03
-2.8010E-05,8.737E-03
-2.8004E-05,4.737E-03
-2.8004E-05,4.737E-03
-2.7998E-05,4.737E-03
-2.7998E-05,4.737E-03
-2.7992E-05,7.367E-04
-2.7992E-05,4.737E-03
-2.7986E-05,7.367E-04
-2.7986E-05,4.737E-03
-2.7980E-05,7.367E-04
-2.7980E-05,4.737E-03
-2.7974E-05,7.367E-04
-2.7974E-05,4.737E-03
-2.7968E-05,7.367E-04
-2.7968E-05,4.737E-03
-2.7962E-05,7.367E-04
-2.7962E-05,4.737E-03
-2.7956E-05,7.367E-04
-2.7956E-05,7.367E-04
-2.7950E-05,7.367E-04
-2.7950E-05,7.367E-04
-2.7944E-05,7.367E-04
-2.7944E-05,7.367E-04
-2.7938E-05,-3.263E-03
-2.7938E-05,7.367E-04
-2.7932E-05,-3.263E-03
-2.7932E-05,7.367E-04
-2.7926E-05,-3.263E-03
-2.7926E-05,7.367E-04
-2.7920E-05,-3.263E-03
-2.7920E-05,7.367E-04
-2.7914E-05,-3.263E-03
-2.7914E-05,7.367E-04
-2.7908E-05,-3.263E-03
-2.7908E-05,7.367E-04
-2.7902E-05,-3.263E-03
-2.7902E-05,7.367E-04
-2.7896E-05,-3.263E-03
-2.7896E-05,-3.263E-03
-2.7890E-05,-7.263E-03
-2.7890E-05,-3.263E-03
-2.7884E-05,-7.263E-03
-2.7884E-05,-3.263E-03
-2.7878E-05,-7.263E-03
-2.7878E-05,-3.263E-03
-2.7872E-05,-7.263E-03
-2.7872E-05,-3.263E-03
-2.7866E-05,-7.263E-03
-2.7866E-05,-3.263E-03
-2.7860E-05,-7.263E-03
-2.7860E-05,-3.263E-03
-2.7854E-05,-7.263E-03
-2.7854E-05,-3.263E-03
-2.7848E-05,-7.263E-03
-2.7848E-05,-3.263E-03
-2.7842E-05,-7.263E-03
-2.7842E-05,-7.263E-03
-2.7836E-05,-7.263E-03
-2.7836E-05,-3.263E-03
-2.7830E-05,-7.263E-03
-2.7830E-05,-3.263E-03
-2.7824E-05,-1.126E-02
-2.7824E-05,-7.263E-03
-2.7818E-05,-1.126E-02
-2.7818E-05,-7.263E-03
-2.7812E-05,-1.126E-02
-2.7812E-05,-7.263E-03
-2.7806E-05,-1.126E-02
-2.7806E-05,-7.263E-03
-2.7800E-05,-1.126E-02
-2.7800E-05,-7.263E-03
-2.7794E-05,-1.126E-02
-2.7794E-05,-7.263E-03
-2.7788E-05,-1.126E-02
-2.7788E-05,-1.126E-02
-2.7782E-05,-1.126E-02
-2.7782E-05,-1.126E-02
-2.7776E-05,-1.126E-02
-2.7776E-05,-1.126E-02
-2.7770E-05,-1.526E-02
-2.7770E-05,-1.126E-02
-2.7764E-05,-1.526E-02
-2.7764E-05,-1.126E-02
-2.7758E-05,-1.526E-02
-2.7758E-05,-1.126E-02
-2.7752E-05,-1.526E-02
-2.7752E-05,-1.126E-02
-2.7746E-05,-1.526E-02
-2.7746E-05,-1.126E-02
-2.7740E-05,-1.526E-02
-2.7740E-05,-1.126E-02
-2.7734E-05,-1.526E-02
-2.7734E-05,-1.126E-02
-2.7728E-05,-1.526E-02
-2.7728E-05,-1.126E-02
-2.7722E-05,-1.526E-02
-2.7722E-05,-1.526E-02
-2.7716E-05,-1.526E-02
-2.7716E-05,-1.126E-02
-2.7710E-05,-1.526E-02
-2.7710E-05,-1.526E-02
-2.7704E-05,-1.926E-02
-2.7704E-05,-1.526E-02
-2.7698E-05,-1.926E-02
-2.7698E-05,-1.526E-02
-2.7692E-05,-1.526E-02
-2.7692E-05,-1.526E-02
-2.7686E-05,-1.926E-02
-2.7686E-05,-1.526E-02
-2.7680E-05,-1.926E-02
-2.7680E-05,-1.526E-02
-2.7674E-05,-1.926E-02
-2.7674E-05,-1.526E-02
-2.7668E-05,-1.926E-02
-2.7668E-05,-1.526E-02
-2.7662E-05,-1.926E-02
-2.7662E-05,-1.526E-02
-2.7656E-05,-1.926E-02
-2.7656E-05,-1.526E-02
-2.7650E-05,-1.926E-02
-2.7650E-05,-1.526E-02
-2.7644E-05,-1.926E-02
-2.7644E-05,-1.526E-02
-2.7638E-05,-1.926E-02
-2.7638E-05,-1.526E-02
-2.7632E-05,-1.926E-02
-2.7632E-05,-1.526E-02
-2.7626E-05,-1.926E-02
-2.7626E-05,-1.526E-02
-2.7620E-05,-2.326E-02
-2.7620E-05,-1.926E-02
-2.7614E-05,-1.926E-02
-2.7614E-05,-1.526E-02
-2.7608E-05,-1.926E-02
-2.7608E-05,-1.526E-02
-2.7602E-05,-2.326E-02
-2.7602E-05,-1.926E-02
-2.7596E-05,-2.326E-02
-2.7596E-05,-1.926E-02
-2.7590E-05,-2.326E-02
-2.7590E-05,-1.926E-02
-2.7584E-05,-2.326E-02
-2.7584E-05,-1.926E-02
-2.7578E-05,-2.326E-02
-2.7578E-05,-1.926E-02
-2.7572E-05,-2.326E-02
-2.7572E-05,-1.926E-02
-2.7566E-05,-2.326E-02
-2.7566E-05,-1.926E-02
-2.7560E-05,-2.326E-02
-2.7560E-05,-1.926E-02
-2.7554E-05,-2.326E-02
-2.7554E-05,-1.926E-02
-2.7548E-05,-2.326E-02
-2.7548E-05,-1.526E-02
-2.7542E-05,-1.926E-02
-2.7542E-05,-1.926E-02
-2.7536E-05,-2.326E-02
-2.7536E-05,-1.926E-02
-2.7530E-05,-2.326E-02
-2.7530E-05,-1.526E-02
-2.7524E-05,-1.926E-02
-2.7524E-05,-1.926E-02
-2.7518E-05,-2.326E-02
-2.7518E-05,-1.926E-02
-2.7512E-05,-1.926E-02
-2.7512E-05,-1.926E-02
-2.7506E-05,-2.326E-02
-2.7506E-05,-1.926E-02
-2.7500E-05,-2.326E-02
-2.7500E-05,-1.926E-02
-2.7494E-05,-2.326E-02
-2.7494E-05,-1.526E-02
-2.7488E-05,-1.926E-02
-2.7488E-05,-1.526E-02
-2.7482E-05,-2.326E-02
-2.7482E-05,-1.926E-02
-2.7476E-05,-2.326E-02
-2.7476E-05,-1.526E-02
-2.7470E-05,-2.326E-02
-2.7470E-05,-1.526E-02
-2.7464E-05,-2.326E-02
-2.7464E-05,-1.926E-02
-2.7458E-05,-2.326E-02
-2.7458E-05,-1.926E-02
-2.7452E-05,-2.326E-02
-2.7452E-05,-1.926E-02
-2.7446E-05,-2.326E-02
-2.7446E-05,-1.526E-02
-2.7440E-05,-1.926E-02
-2.7440E-05,-1.526E-02
-2.7434E-05,-1.926E-02
-2.7434E-05,-1.526E-02
-2.7428E-05,-1.926E-02
-2.7428E-05,-1.526E-02
-2.7422E-05,-1.926E-02
-2.7422E-05,-1.926E-02
-2.7416E-05,-1.926E-02
-2.7416E-05,-1.526E-02
-2.7410E-05,-1.926E-02
-2.7410E-05,-1.526E-02
-2.7404E-05,-1.926E-02
-2.7404E-05,-1.526E-02
-2.7398E-05,-1.926E-02
-2.7398E-05,-1.526E-02
-2.7392E-05,-1.926E-02
-2.7392E-05,-1.526E-02
-2.7386E-05,-1.926E-02
-2.7386E-05,-1.526E-02
-2.7380E-05,-1.926E-02
-2.7380E-05,-1.526E-02
-2.7374E-05,-1.926E-02
-2.7374E-05,-1.526E-02
-2.7368E-05,-1.926E-02
-2.7368E-05,-1.126E-02
-2.7362E-05,-1.926E-02
-2.7362E-05,-1.126E-02
-2.7356E-05,-1.526E-02
-2.7356E-05,-1.526E-02
-2.7350E-05,-1.526E-02
-2.7350E-05,-1.526E-02
-2.7344E-05,-1.526E-02
-2.7344E-05,-1.126E-02
-2.7338E-05,-1.526E-02
-2.7338E-05,-1.126E-02
-2.7332E-05,-1.926E-02
-2.7332E-05,-1.526E-02
-2.7326E-05,-1.926E-02
-2.7326E-05,-1.126E-02
-2.7320E-05,-1.526E-02
-2.7320E-05,-1.126E-02
-2.7314E-05,-1.526E-02
-2.7314E-05,-1.126E-02
-2.7308E-05,-1.526E-02
-2.7308E-05,-1.126E-02
-2.7302E-05,-1.526E-02
-2.7302E-05,-1.126E-02
-2.7296E-05,-1.526E-02
-2.7296E-05,-1.126E-02
-2.7290E-05,-1.526E-02
-2.7290E-05,-1.126E-02
-2.7284E-05,-1.126E-02
-2.7284E-05,-1.126E-02
-2.7278E-05,-1.126E-02
-2.7278E-05,-1.126E-02
-2.7272E-05,-1.126E-02
-2.7272E-05,-7.263E-03
-2.7266E-05,-1.126E-02
-2.7266E-05,-7.263E-03
-2.7260E-05,-1.126E-02
-2.7260E-05,-7.263E-03
-2.7254E-05,-1.126E-02
-2.7254E-05,-7.263E-03
-2.7248E-05,-1.126E-02
-2.7248E-05,-7.263E-03
-2.7242E-05,-1.126E-02
-2.7242E-05,-7.263E-03
-2.7236E-05,-1.126E-02
-2.7236E-05,-7.263E-03
-2.7230E-05,-1.126E-02
-2.7230E-05,-7.263E-03
-2.7224E-05,-1.126E-02
-2.7224E-05,-7.263E-03
-2.7218E-05,-7.263E-03
-2.7218E-05,-7.263E-03
-2.7212E-05,-7.263E-03
-2.7212E-05,-3.263E-03
-2.7206E-05,-7.263E-03
-2.7206E-05,-3.263E-03
-2.7200E-05,-7.263E-03
-2.7200E-05,-3.263E-03
-2.7194E-05,-7.263E-03
-2.7194E-05,-3.263E-03
-2.7188E-05,-7.263E-03
-2.7188E-05,-3.263E-03
-2.7182E-05,-7.263E-03
-2.7182E-05,-3.263E-03
-2.7176E-05,-7.263E-03
-2.7176E-05,-3.263E-03
-2.7170E-05,-3.263E-03
-2.7170E-05,-3.263E-03
-2.7164E-05,-3.263E-03
-2.7164E-05,7.367E-04
-2.7158E-05,-3.263E-03
-2.7158E-05,7.367E-04
-2.7152E-05,-3.263E-03
-2.7152E-05,7.367E-04
-2.7146E-05,-3.263E-03
-2.7146E-05,7.367E-04
-2.7140E-05,-3.263E-03
-2.7140E-05,7.367E-04
-2.7134E-05,-3.263E-03
-2.7134E-05,7.367E-04
-2.7128E-05,-3.263E-03
-2.7128E-05,7.367E-04
-2.7122E-05,7.367E-04
-2.7122E-05,7.367E-04
-2.7116E-05,7.367E-04
-2.7116E-05,4.737E-03
-2.7110E-05,7.367E-04
-2.7110E-05,4.737E-03
-2.7104E-05,7.367E-04
-2.7104E-05,4.737E-03
-2.7098E-05,7.367E-04
-2.7098E-05,4.737E-03
-2.7092E-05,7.367E-04
-2.7092E-05,4.737E-03
-2.7086E-05,7.367E-04
-2.7086E-05,4.737E-03
-2.7080E-05,7.367E-04
-2.7080E-05,4.737E-03
-2.7074E-05,7.367E-04
-2.7074E-05,8.737E-03
-2.7068E-05,4.737E-03
-2.7068E-05,8.737E-03
-2.7062E-05,4.737E-03
-2.7062E-05,4.737E-03
-2.7056E-05,4.737E-03
-2.7056E-05,8.737E-03
-2.7050E-05,4.737E-03
-2.7050E-05,4.737E-03
-2.7044E-05,4.737E-03
-2.7044E-05,8.737E-03
-2.7038E-05,4.737E-03
-2.7038E-05,8.737E-03
-2.7032E-05,4.737E-03
-2.7032E-05,8.737E-03
-2.7026E-05,4.737E-03
-2.7026E-05,8.737E-03
-2.7020E-05,4.737E-03
-2.7020E-05,8.737E-03
-2.7014E-05,8.737E-03
-2.7014E-05,8.737E-03
-2.7008E-05,8.737E-03
-2.7008E-05,8.737E-03
-2.7002E-05,4.737E-03
-2.7002E-05,8.737E-03
-2.6996E-05,8.737E-03
-2.6996E-05,1.274E-02
-2.6990E-05,8.737E-03
-2.6990E-05,1.274E-02
-2.6984E-05,8.737E-03
-2.6984E-05,1.274E-02
-2.6978E-05,8.737E-03
-2.6978E-05,1.274E-02
-2.6972E-05,8.737E-03
-2.6972E-05,1.274E-02
-2.6966E-05,1.274E-02
-2.6966E-05,1.674E-02
-2.6960E-05,1.274E-02
-2.6960E-05,1.674E-02
-2.6954E-05,1.274E-02
-2.6954E-05,1.674E-02
-2.6948E-05,1.274E-02
-2.6948E-05,1.274E-02
-2.6942E-05,1.274E-02
-2.6942E-05,1.274E-02
-2.6936E-05,1.274E-02
-2.6936E-05,1.674E-02
-2.6930E-05,1.274E-02
-2.6930E-05,1.674E-02
-2.6924E-05,1.274E-02
-2.6924E-05,1.674E-02
-2.6918E-05,1.274E-02
-2.6918E-05,1.674E-02
-2.6912E-05,1.274E-02
-2.6912E-05,1.674E-02
-2.6906E-05,1.674E-02
-2.6906E-05,1.674E-02
-2.6900E-05,1.274E-02
-2.6900E-05,1.674E-02
-2.6894E-05,1.674E-02
-2.6894E-05,1.674E-02
-2.6888E-05,1.674E-02
-2.6888E-05,1.674E-02
-2.6882E-05,1.674E-02
-2.6882E-05,1.674E-02
-2.6876E-05,1.674E-02
-2.6876E-05,2.074E-02
-2.6870E-05,1.674E-02
-2.6870E-05,2.074E-02
-2.6864E-05,1.674E-02
-2.6864E-05,2.074E-02
-2.6858E-05,1.674E-02
-2.6858E-05,2.074E-02
-2.6852E-05,1.674E-02
-2.6852E-05,2.074E-02
-2.6846E-05,1.674E-02
-2.6846E-05,2.074E-02
-2.6840E-05,1.674E-02
-2.6840E-05,1.674E-02
-2.6834E-05,1.674E-02
-2.6834E-05,2.074E-02
-2.6828E-05,1.674E-02
-2.6828E-05,2.074E-02
-2.6822E-05,1.674E-02
-2.6822E-05,2.074E-02
-2.6816E-05,1.674E-02
-2.6816E-05,2.074E-02
-2.6810E-05,1.674E-02
-2.6810E-05,2.074E-02
-2.6804E-05,1.674E-02
-2.6804E-05,2.074E-02
-2.6798E-05,1.674E-02
-2.6798E-05,2.074E-02
-2.6792E-05,2.074E-02
-2.6792E-05,2.074E-02
-2.6786E-05,1.674E-02
-2.6786E-05,2.074E-02
-2.6780E-05,1.674E-02
-2.6780E-05,2.074E-02
-2.6774E-05,1.674E-02
-2.6774E-05,2.074E-02
-2.6768E-05,1.674E-02
-2.6768E-05,2.074E-02
-2.6762E-05,1.674E-02
-2.6762E-05,2.074E-02
-2.6756E-05,1.674E-02
-2.6756E-05,2.074E-02
-2.6750E-05,1.674E-02
-2.6750E-05,2.074E-02
-2.6744E-05,1.674E-02
-2.6744E-05,2.074E-02
-2.6738E-05,1.674E-02
-2.6738E-05,2.074E-02
-2.6732E-05,2.074E-02
-2.6732E-05,2.474E-02
-2.6726E-05,2.074E-02
-2.6726E-05,2.474E-02
-2.6720E-05,1.674E-02
-2.6720E-05,2.074E-02
-2.6714E-05,1.674E-02
-2.6714E-05,2.074E-02
-2.6708E-05,1.674E-02
-2.6708E-05,2.074E-02
-2.6702E-05,2.074E-02
-2.6702E-05,2.074E-02
-2.6696E-05,2.074E-02
-2.6696E-05,2.074E-02
-2.6690E-05,1.674E-02
-2.6690E-05,2.074E-02
-2.6684E-05,1.674E-02
-2.6684E-05,2.074E-02
-2.6678E-05,1.674E-02
-2.6678E-05,2.074E-02
-2.6672E-05,1.674E-02
-2.6672E-05,2.074E-02
-2.6666E-05,1.674E-02
-2.6666E-05,2.074E-02
-2.6660E-05,1.674E-02
-2.6660E-05,2.074E-02
-2.6654E-05,1.674E-02
-2.6654E-05,2.074E-02
-2.6648E-05,1.674E-02
-2.6648E-05,2.074E-02
-2.6642E-05,1.674E-02
-2.6642E-05,2.074E-02
-2.6636E-05,1.674E-02
-2.6636E-05,2.074E-02
-2.6630E-05,1.674E-02
-2.6630E-05,2.074E-02
-2.6624E-05,1.674E-02
-2.6624E-05,2.074E-02
-2.6618E-05,1.674E-02
-2.6618E-05,2.074E-02
-2.6612E-05,1.674E-02
-2.6612E-05,2.074E-02
-2.6606E-05,1.674E-02
-2.6606E-05,2.074E-02
-2.6600E-05,1.674E-02
-2.6600E-05,2.074E-02
-2.6594E-05,1.674E-02
-2.6594E-05,2.074E-02
-2.6588E-05,1.674E-02
-2.6588E-05,2.074E-02
-2.6582E-05,1.674E-02
-2.6582E-05,2.074E-02
-2.6576E-05,1.674E-02
-2.6576E-05,2.074E-02
-2.6570E-05,1.674E-02
-2.6570E-05,2.074E-02
-2.6564E-05,1.674E-02
-2.6564E-05,1.674E-02
-2.6558E-05,1.274E-02
-2.6558E-05,1.674E-02
-2.6552E-05,1.274E-02
-2.6552E-05,1.674E-02
-2.6546E-05,1.274E-02
-2.6546E-05,1.674E-02
-2.6540E-05,1.274E-02
-2.6540E-05,1.674E-02
-2.6534E-05,1.274E-02
-2.6534E-05,1.674E-02
-2.6528E-05,1.274E-02
-2.6528E-05,1.674E-02
-2.6522E-05,1.274E-02
-2.6522E-05,1.674E-02
-2.6516E-05,1.274E-02
-2.6516E-05,1.674E-02
-2.6510E-05,1.274E-02
-2.6510E-05,1.674E-02
-2.6504E-05,1.274E-02
-2.6504E-05,1.274E-02
-2.6498E-05,8.737E-03
-2.6498E-05,1.274E-02
-2.6492E-05,1.274E-02
-2.6492E-05,1.274E-02
-2.6486E-05,8.737E-03
-2.6486E-05,1.274E-02
-2.6480E-05,8.737E-03
-2.6480E-05,1.274E-02
-2.6474E-05,8.737E-03
-2.6474E-05,1.274E-02
-2.6468E-05,8.737E-03
-2.6468E-05,1.274E-02
-2.6462E-05,8.737E-03
-2.6462E-05,1.274E-02
-2.6456E-05,8.737E-03
-2.6456E-05,1.274E-02
-2.6450E-05,8.737E-03
-2.6450E-05,8.737E-03
-2.6444E-05,4.737E-03
-2.6444E-05,1.274E-02
