[s],CH1[V]
-2.9490E-05,4.142E-02
-2.9484E-05,3.742E-02
-2.9484E-05,4.142E-02
-2.9478E-05,4.142E-02
-2.9478E-05,4.542E-02
-2.9472E-05,4.142E-02
-2.9472E-05,4.542E-02
-2.9466E-05,4.142E-02
-2.9466E-05,4.542E-02
-2.9460E-05,4.142E-02
-2.9460E-05,4.542E-02
-2.9454E-05,4.142E-02
-2.9454E-05,4.542E-02
-2.9448E-05,4.542E-02
-2.9448E-05,4.942E-02
-2.9442E-05,4.542E-02
-2.9442E-05,4.942E-02
-2.9436E-05,4.542E-02
-2.9436E-05,4.942E-02
-2.9430E-05,4.942E-02
-2.9430E-05,4.942E-02
-2.9424E-05,4.942E-02
-2.9424E-05,5.342E-02
-2.9418E-05,4.942E-02
-2.9418E-05,5.342E-02
-2.9412E-05,4.942E-02
-2.9412E-05,5.342E-02
-2.9406E-05,4.942E-02
-2.9406E-05,5.342E-02
-2.9400E-05,5.342E-02
-2.9400E-05,5.742E-02
-2.9394E-05,5.342E-02
-2.9394E-05,5.742E-02
-2.9388E-05,5.342E-02
-2.9388E-05,5.742E-02
-2.9382E-05,5.342E-02
-2.9382E-05,6.142E-02
-2.9376E-05,5.742E-02
-2.9376E-05,6.142E-02
-2.9370E-05,5.742E-02
-2.9370E-05,6.142E-02
-2.9364E-05,5.742E-02
-2.9364E-05,6.142E-02
-2.9358E-05,5.742E-02
-2.9358E-05,6.542E-02
-2.9352E-05,6.142E-02
-2.9352E-05,6.542E-02
-2.9346E-05,6.142E-02
-2.9346E-05,6.542E-02
-2.9340E-05,6.142E-02
-2.9340E-05,6.542E-02
-2.9334E-05,6.142E-02
-2.9334E-05,6.542E-02
-2.9328E-05,6.142E-02
-2.9328E-05,6.542E-02
-2.9322E-05,6.142E-02
-2.9322E-05,6.542E-02
-2.9316E-05,6.542E-02
-2.9316E-05,6.942E-02
-2.9310E-05,6.542E-02
-2.9310E-05,6.942E-02
-2.9304E-05,6.542E-02
-2.9304E-05,6.942E-02
-2.9298E-05,6.542E-02
-2.9298E-05,6.942E-02
-2.9292E-05,6.542E-02
-2.9292E-05,6.942E-02
-2.9286E-05,6.942E-02
-2.9286E-05,6.942E-02
-2.9280E-05,6.942E-02
-2.9280E-05,7.342E-02
-2.9274E-05,6.942E-02
-2.9274E-05,7.342E-02
-2.9268E-05,6.942E-02
-2.9268E-05,7.342E-02
-2.9262E-05,6.942E-02
-2.9262E-05,7.742E-02
-2.9256E-05,7.342E-02
-2.9256E-05,7.742E-02
-2.9250E-05,7.342E-02
-2.9250E-05,7.742E-02
-2.9244E-05,7.342E-02
-2.9244E-05,7.742E-02
-2.9238E-05,7.342E-02
-2.9238E-05,7.742E-02
-2.9232E-05,7.342E-02
-2.9232E-05,7.742E-02
-2.9226E-05,7.742E-02
-2.9226E-05,7.742E-02
-2.9220E-05,7.742E-02
-2.9220E-05,8.142E-02
-2.9214E-05,7.742E-02
-2.9214E-05,8.142E-02
-2.9208E-05,7.742E-02
-2.9208E-05,8.142E-02
-2.9202E-05,7.742E-02
-2.9202E-05,7.742E-02
-2.9196E-05,7.742E-02
-2.9196E-05,8.142E-02
-2.9190E-05,7.742E-02
-2.9190E-05,8.142E-02
-2.9184E-05,8.142E-02
-2.9184E-05,8.142E-02
-2.9178E-05,8.142E-02
-2.9178E-05,8.542E-02
-2.9172E-05,7.742E-02
-2.9172E-05,8.542E-02
-2.9166E-05,8.142E-02
-2.9166E-05,8.542E-02
-2.9160E-05,8.142E-02
-2.9160E-05,8.542E-02
-2.9154E-05,8.142E-02
-2.9154E-05,8.542E-02
-2.9148E-05,8.142E-02
-2.9148E-05,8.542E-02
-2.9142E-05,8.142E-02
-2.9142E-05,8.542E-02
-2.9136E-05,8.142E-02
-2.9136E-05,8.542E-02
-2.9130E-05,8.542E-02
-2.9130E-05,8.542E-02
-2.9124E-05,8.542E-02
-2.9124E-05,8.942E-02
-2.9118E-05,8.542E-02
-2.9118E-05,8.942E-02
-2.9112E-05,8.542E-02
-2.9112E-05,8.942E-02
-2.9106E-05,8.542E-02
-2.9106E-05,8.942E-02
-2.9100E-05,8.542E-02
-2.9100E-05,8.942E-02
-2.9094E-05,8.542E-02
-2.9094E-05,8.942E-02
-2.9088E-05,8.542E-02
-2.9088E-05,8.942E-02
-2.9082E-05,8.542E-02
-2.9082E-05,8.942E-02
-2.9076E-05,8.542E-02
-2.9076E-05,8.942E-02
-2.9070E-05,8.942E-02
-2.9070E-05,9.342E-02
-2.9064E-05,8.942E-02
-2.9064E-05,9.342E-02
-2.9058E-05,8.942E-02
-2.9058E-05,9.342E-02
-2.9052E-05,8.942E-02
-2.9052E-05,9.342E-02
-2.9046E-05,8.942E-02
-2.9046E-05,9.342E-02
-2.9040E-05,8.942E-02
-2.9040E-05,9.342E-02
-2.9034E-05,8.942E-02
-2.9034E-05,9.342E-02
-2.9028E-05,9.342E-02
-2.9028E-05,9.742E-02
-2.9022E-05,9.342E-02
-2.9022E-05,9.342E-02
-2.9016E-05,8.942E-02
-2.9016E-05,9.342E-02
-2.9010E-05,8.942E-02
-2.9010E-05,9.742E-02
-2.9004E-05,9.342E-02
-2.9004E-05,9.742E-02
-2.8998E-05,9.342E-02
-2.8998E-05,9.742E-02
-2.8992E-05,9.342E-02
-2.8992E-05,9.742E-02
-2.8986E-05,9.342E-02
-2.8986E-05,9.742E-02
-2.8980E-05,9.342E-02
-2.8980E-05,9.742E-02
-2.8974E-05,9.342E-02
-2.8974E-05,9.742E-02
-2.8968E-05,9.342E-02
-2.8968E-05,9.742E-02
-2.8962E-05,9.342E-02
-2.8962E-05,9.742E-02
-2.8956E-05,9.342E-02
-2.8956E-05,9.742E-02
-2.8950E-05,9.342E-02
-2.8950E-05,9.742E-02
-2.8944E-05,9.342E-02
-2.8944E-05,9.742E-02
-2.8938E-05,9.342E-02
-2.8938E-05,9.742E-02
-2.8932E-05,9.342E-02
-2.8932E-05,9.742E-02
-2.8926E-05,9.342E-02
-2.8926E-05,9.742E-02
-2.8920E-05,9.342E-02
-2.8920E-05,9.742E-02
-2.8914E-05,9.342E-02
-2.8914E-05,9.742E-02
-2.8908E-05,9.342E-02
-2.8908E-05,9.742E-02
-2.8902E-05,9.342E-02
-2.8902E-05,9.742E-02
-2.8896E-05,9.342E-02
-2.8896E-05,9.742E-02
-2.8890E-05,9.342E-02
-2.8890E-05,9.742E-02
-2.8884E-05,9.742E-02
-2.8884E-05,9.742E-02
-2.8878E-05,9.742E-02
-2.8878E-05,9.742E-02
-2.8872E-05,9.342E-02
-2.8872E-05,1.014E-01
-2.8866E-05,9.342E-02
-2.8866E-05,9.742E-02
-2.8860E-05,9.742E-02
-2.8860E-05,9.742E-02
-2.8854E-05,9.342E-02
-2.8854E-05,9.742E-02
-2.8848E-05,9.342E-02
-2.8848E-05,9.742E-02
-2.8842E-05,9.342E-02
-2.8842E-05,9.742E-02
-2.8836E-05,9.342E-02
-2.8836E-05,9.742E-02
-2.8830E-05,9.342E-02
-2.8830E-05,9.742E-02
-2.8824E-05,9.342E-02
-2.8824E-05,9.742E-02
-2.8818E-05,9.342E-02
-2.8818E-05,9.742E-02
-2.8812E-05,9.342E-02
-2.8812E-05,9.742E-02
-2.8806E-05,9.342E-02
-2.8806E-05,9.742E-02
-2.8800E-05,9.342E-02
-2.8800E-05,9.742E-02
-2.8794E-05,9.342E-02
-2.8794E-05,9.742E-02
-2.8788E-05,9.342E-02
-2.8788E-05,9.742E-02
-2.8782E-05,9.342E-02
-2.8782E-05,9.342E-02
-2.8776E-05,9.342E-02
-2.8776E-05,9.742E-02
-2.8770E-05,9.342E-02
-2.8770E-05,9.342E-02
-2.8764E-05,9.342E-02
-2.8764E-05,9.742E-02
-2.8758E-05,9.342E-02
-2.8758E-05,9.742E-02
-2.8752E-05,8.942E-02
-2.8752E-05,9.342E-02
-2.8746E-05,9.342E-02
-2.8746E-05,9.342E-02
-2.8740E-05,9.342E-02
-2.8740E-05,9.342E-02
-2.8734E-05,9.342E-02
-2.8734E-05,9.342E-02
-2.8728E-05,8.942E-02
-2.8728E-05,9.342E-02
-2.8722E-05,9.342E-02
-2.8722E-05,9.342E-02
-2.8716E-05,8.942E-02
-2.8716E-05,9.342E-02
-2.8710E-05,8.942E-02
-2.8710E-05,8.942E-02
-2.8704E-05,8.942E-02
-2.8704E-05,9.342E-02
-2.8698E-05,8.942E-02
-2.8698E-05,9.342E-02
-2.8692E-05,8.942E-02
-2.8692E-05,9.342E-02
-2.8686E-05,8.942E-02
-2.8686E-05,8.942E-02
-2.8680E-05,8.542E-02
-2.8680E-05,8.942E-02
-2.8674E-05,8.542E-02
-2.8674E-05,8.942E-02
-2.8668E-05,8.542E-02
-2.8668E-05,8.942E-02
-2.8662E-05,8.542E-02
-2.8662E-05,8.942E-02
-2.8656E-05,8.542E-02
-2.8656E-05,8.942E-02
-2.8650E-05,8.542E-02
-2.8650E-05,8.942E-02
-2.8644E-05,8.542E-02
-2.8644E-05,8.942E-02
-2.8638E-05,8.142E-02
-2.8638E-05,8.542E-02
-2.8632E-05,8.142E-02
-2.8632E-05,8.942E-02
-2.8626E-05,8.542E-02
-2.8626E-05,8.542E-02
-2.8620E-05,8.542E-02
-2.8620E-05,8.542E-02
-2.8614E-05,8.142E-02
-2.8614E-05,8.542E-02
-2.8608E-05,8.142E-02
-2.8608E-05,8.542E-02
-2.8602E-05,8.142E-02
-2.8602E-05,8.542E-02
-2.8596E-05,8.142E-02
-2.8596E-05,8.542E-02
-2.8590E-05,8.142E-02
-2.8590E-05,8.142E-02
-2.8584E-05,7.742E-02
-2.8584E-05,8.142E-02
-2.8578E-05,7.742E-02
-2.8578E-05,8.142E-02
-2.8572E-05,7.742E-02
-2.8572E-05,8.142E-02
-2.8566E-05,7.742E-02
-2.8566E-05,8.142E-02
-2.8560E-05,7.742E-02
-2.8560E-05,8.142E-02
-2.8554E-05,7.742E-02
-2.8554E-05,7.742E-02
-2.8548E-05,7.742E-02
-2.8548E-05,7.742E-02
-2.8542E-05,7.342E-02
-2.8542E-05,7.742E-02
-2.8536E-05,7.342E-02
-2.8536E-05,7.742E-02
-2.8530E-05,7.342E-02
-2.8530E-05,7.742E-02
-2.8524E-05,7.342E-02
-2.8524E-05,7.742E-02
-2.8518E-05,6.942E-02
-2.8518E-05,7.742E-02
-2.8512E-05,7.342E-02
-2.8512E-05,7.342E-02
-2.8506E-05,7.342E-02
-2.8506E-05,7.342E-02
-2.8500E-05,6.942E-02
-2.8500E-05,7.342E-02
-2.8494E-05,6.942E-02
-2.8494E-05,7.342E-02
-2.8488E-05,6.942E-02
-2.8488E-05,7.342E-02
-2.8482E-05,6.542E-02
-2.8482E-05,6.942E-02
-2.8476E-05,6.542E-02
-2.8476E-05,6.942E-02
-2.8470E-05,6.542E-02
-2.8470E-05,6.942E-02
-2.8464E-05,6.542E-02
-2.8464E-05,6.942E-02
-2.8458E-05,6.542E-02
-2.8458E-05,6.942E-02
-2.8452E-05,6.542E-02
-2.8452E-05,6.942E-02
-2.8446E-05,6.142E-02
-2.8446E-05,6.542E-02
-2.8440E-05,6.142E-02
-2.8440E-05,6.542E-02
-2.8434E-05,6.142E-02
-2.8434E-05,6.542E-02
-2.8428E-05,5.742E-02
-2.8428E-05,6.542E-02
-2.8422E-05,5.742E-02
-2.8422E-05,6.142E-02
-2.8416E-05,5.742E-02
-2.8416E-05,6.142E-02
-2.8410E-05,5.742E-02
-2.8410E-05,6.142E-02
-2.8404E-05,5.742E-02
-2.8404E-05,6.142E-02
-2.8398E-05,5.342E-02
-2.8398E-05,6.142E-02
-2.8392E-05,5.342E-02
-2.8392E-05,5.742E-02
-2.8386E-05,5.342E-02
-2.8386E-05,5.342E-02
-2.8380E-05,5.342E-02
-2.8380E-05,5.342E-02
-2.8374E-05,5.342E-02
-2.8374E-05,5.742E-02
-2.8368E-05,4.942E-02
-2.8368E-05,5.742E-02
-2.8362E-05,4.942E-02
-2.8362E-05,5.342E-02
-2.8356E-05,4.942E-02
-2.8356E-05,5.342E-02
-2.8350E-05,4.942E-02
-2.8350E-05,4.942E-02
-2.8344E-05,4.542E-02
-2.8344E-05,4.942E-02
-2.8338E-05,4.542E-02
-2.8338E-05,4.942E-02
-2.8332E-05,4.542E-02
-2.8332E-05,4.942E-02
-2.8326E-05,4.142E-02
-2.8326E-05,4.542E-02
-2.8320E-05,4.142E-02
-2.8320E-05,4.542E-02
-2.8314E-05,4.142E-02
-2.8314E-05,4.542E-02
-2.8308E-05,4.142E-02
-2.8308E-05,4.542E-02
-2.8302E-05,3.742E-02
-2.8302E-05,4.142E-02
-2.8296E-05,3.742E-02
-2.8296E-05,4.142E-02
-2.8290E-05,3.742E-02
-2.8290E-05,4.142E-02
-2.8284E-05,3.342E-02
-2.8284E-05,4.142E-02
-2.8278E-05,3.742E-02
-2.8278E-05,3.742E-02
-2.8272E-05,2.942E-02
-2.8272E-05,3.742E-02
-2.8266E-05,2.942E-02
-2.8266E-05,3.342E-02
-2.8260E-05,3.342E-02
-2.8260E-05,3.342E-02
-2.8254E-05,2.942E-02
-2.8254E-05,3.342E-02
-2.8248E-05,2.942E-02
-2.8248E-05,3.342E-02
-2.8242E-05,2.942E-02
-2.8242E-05,3.342E-02
-2.8236E-05,2.542E-02
-2.8236E-05,2.942E-02
-2.8230E-05,2.542E-02
-2.8230E-05,2.942E-02
-2.8224E-05,2.542E-02
-2.8224E-05,2.942E-02
-2.8218E-05,2.542E-02
-2.8218E-05,2.942E-02
-2.8212E-05,2.542E-02
-2.8212E-05,2.942E-02
-2.8206E-05,2.142E-02
-2.8206E-05,2.942E-02
-2.8200E-05,2.142E-02
-2.8200E-05,2.142E-02
-2.8194E-05,2.142E-02
-2.8194E-05,2.142E-02
-2.8188E-05,1.742E-02
-2.8188E-05,2.142E-02
-2.8182E-05,1.742E-02
-2.8182E-05,2.142E-02
-2.8176E-05,1.742E-02
-2.8176E-05,2.142E-02
-2.8170E-05,1.342E-02
-2.8170E-05,1.742E-02
-2.8164E-05,1.342E-02
-2.8164E-05,1.742E-02
-2.8158E-05,1.342E-02
-2.8158E-05,1.742E-02
-2.8152E-05,9.421E-03
-2.8152E-05,1.742E-02
-2.8146E-05,9.421E-03
-2.8146E-05,1.742E-02
-2.8140E-05,9.421E-03
-2.8140E-05,9.421E-03
-2.8134E-05,5.421E-03
-2.8134E-05,9.421E-03
-2.8128E-05,5.421E-03
-2.8128E-05,9.421E-03
-2.8122E-05,5.421E-03
-2.8122E-05,9.421E-03
-2.8116E-05,5.421E-03
-2.8116E-05,9.421E-03
-2.8110E-05,1.421E-03
-2.8110E-05,5.421E-03
-2.8104E-05,1.421E-03
-2.8104E-05,5.421E-03
-2.8098E-05,-2.579E-03
-2.8098E-05,1.421E-03
-2.8092E-05,-2.579E-03
-2.8092E-05,1.421E-03
-2.8086E-05,-2.579E-03
-2.8086E-05,1.421E-03
-2.8080E-05,-2.579E-03
-2.8080E-05,1.421E-03
-2.8074E-05,-6.579E-03
-2.8074E-05,-2.579E-03
-2.8068E-05,-6.579E-03
-2.8068E-05,-2.579E-03
-2.8062E-05,-6.579E-03
-2.8062E-05,-2.579E-03
-2.8056E-05,-1.058E-02
-2.8056E-05,-6.579E-03
-2.8050E-05,-1.058E-02
-2.8050E-05,-2.579E-03
-2.8044E-05,-1.058E-02
-2.8044E-05,-6.579E-03
-2.8038E-05,-1.058E-02
-2.8038E-05,-1.058E-02
-2.8032E-05,-1.058E-02
-2.8032E-05,-6.579E-03
-2.8026E-05,-1.458E-02
-2.8026E-05,-1.058E-02
-2.8020E-05,-1.458E-02
-2.8020E-05,-1.058E-02
-2.8014E-05,-1.858E-02
-2.8014E-05,-1.058E-02
-2.8008E-05,-1.858E-02
-2.8008E-05,-1.458E-02
-2.8002E-05,-1.858E-02
-2.8002E-05,-1.458E-02
-2.7996E-05,-1.858E-02
-2.7996E-05,-1.858E-02
-2.7990E-05,-1.858E-02
-2.7990E-05,-1.458E-02
-2.7984E-05,-2.258E-02
-2.7984E-05,-1.458E-02
-2.7978E-05,-2.258E-02
-2.7978E-05,-1.858E-02
-2.7972E-05,-2.658E-02
-2.7972E-05,-2.258E-02
-2.7966E-05,-2.658E-02
-2.7966E-05,-2.258E-02
-2.7960E-05,-2.658E-02
-2.7960E-05,-2.258E-02
-2.7954E-05,-2.658E-02
-2.7954E-05,-2.258E-02
-2.7948E-05,-3.058E-02
-2.7948E-05,-2.258E-02
-2.7942E-05,-3.058E-02
-2.7942E-05,-2.658E-02
-2.7936E-05,-3.458E-02
-2.7936E-05,-2.658E-02
-2.7930E-05,-3.458E-02
-2.7930E-05,-3.058E-02
-2.7924E-05,-3.058E-02
-2.7924E-05,-3.058E-02
-2.7918E-05,-3.458E-02
-2.7918E-05,-3.058E-02
-2.7912E-05,-3.458E-02
-2.7912E-05,-3.458E-02
-2.7906E-05,-3.858E-02
-2.7906E-05,-3.458E-02
-2.7900E-05,-3.858E-02
-2.7900E-05,-3.458E-02
-2.7894E-05,-3.858E-02
-2.7894E-05,-3.458E-02
-2.7888E-05,-4.258E-02
-2.7888E-05,-3.458E-02
-2.7882E-05,-4.258E-02
-2.7882E-05,-3.858E-02
-2.7876E-05,-4.258E-02
-2.7876E-05,-4.258E-02
-2.7870E-05,-4.658E-02
-2.7870E-05,-4.258E-02
-2.7864E-05,-4.658E-02
-2.7864E-05,-4.258E-02
-2.7858E-05,-4.658E-02
-2.7858E-05,-4.258E-02
-2.7852E-05,-5.058E-02
-2.7852E-05,-4.258E-02
-2.7846E-05,-5.058E-02
-2.7846E-05,-4.258E-02
-2.7840E-05,-5.058E-02
-2.7840E-05,-4.658E-02
-2.7834E-05,-5.058E-02
-2.7834E-05,-4.658E-02
-2.7828E-05,-5.058E-02
-2.7828E-05,-4.658E-02
-2.7822E-05,-5.458E-02
-2.7822E-05,-5.058E-02
-2.7816E-05,-5.458E-02
-2.7816E-05,-5.058E-02
-2.7810E-05,-5.458E-02
-2.7810E-05,-5.058E-02
-2.7804E-05,-5.858E-02
-2.7804E-05,-5.458E-02
-2.7798E-05,-5.458E-02
-2.7798E-05,-5.058E-02
-2.7792E-05,-5.858E-02
-2.7792E-05,-5.058E-02
-2.7786E-05,-5.858E-02
-2.7786E-05,-5.458E-02
-2.7780E-05,-5.858E-02
-2.7780E-05,-5.458E-02
-2.7774E-05,-6.258E-02
-2.7774E-05,-5.858E-02
-2.7768E-05,-6.258E-02
-2.7768E-05,-5.858E-02
-2.7762E-05,-6.258E-02
-2.7762E-05,-5.858E-02
-2.7756E-05,-6.258E-02
-2.7756E-05,-5.858E-02
-2.7750E-05,-6.658E-02
-2.7750E-05,-5.858E-02
-2.7744E-05,-6.658E-02
-2.7744E-05,-6.258E-02
-2.7738E-05,-6.658E-02
-2.7738E-05,-6.258E-02
-2.7732E-05,-6.658E-02
-2.7732E-05,-6.258E-02
-2.7726E-05,-7.058E-02
-2.7726E-05,-6.258E-02
-2.7720E-05,-7.058E-02
-2.7720E-05,-6.658E-02
-2.7714E-05,-7.058E-02
-2.7714E-05,-6.658E-02
-2.7708E-05,-7.058E-02
-2.7708E-05,-6.658E-02
-2.7702E-05,-7.058E-02
-2.7702E-05,-6.658E-02
-2.7696E-05,-7.458E-02
-2.7696E-05,-7.058E-02
-2.7690E-05,-7.458E-02
-2.7690E-05,-7.058E-02
-2.7684E-05,-7.458E-02
-2.7684E-05,-7.058E-02
-2.7678E-05,-7.458E-02
-2.7678E-05,-7.458E-02
-2.7672E-05,-7.458E-02
-2.7672E-05,-7.058E-02
-2.7666E-05,-7.458E-02
-2.7666E-05,-7.058E-02
-2.7660E-05,-7.858E-02
-2.7660E-05,-7.458E-02
-2.7654E-05,-7.858E-02
-2.7654E-05,-7.458E-02
-2.7648E-05,-7.858E-02
-2.7648E-05,-7.458E-02
-2.7642E-05,-7.858E-02
-2.7642E-05,-7.458E-02
-2.7636E-05,-7.858E-02
-2.7636E-05,-7.458E-02
-2.7630E-05,-8.258E-02
-2.7630E-05,-7.458E-02
-2.7624E-05,-8.258E-02
-2.7624E-05,-7.858E-02
-2.7618E-05,-8.258E-02
-2.7618E-05,-7.858E-02
-2.7612E-05,-8.258E-02
-2.7612E-05,-7.858E-02
-2.7606E-05,-8.258E-02
-2.7606E-05,-7.858E-02
-2.7600E-05,-8.258E-02
-2.7600E-05,-7.858E-02
-2.7594E-05,-8.658E-02
-2.7594E-05,-8.258E-02
-2.7588E-05,-8.658E-02
-2.7588E-05,-8.258E-02
-2.7582E-05,-8.658E-02
-2.7582E-05,-8.258E-02
-2.7576E-05,-8.658E-02
-2.7576E-05,-8.258E-02
-2.7570E-05,-8.658E-02
-2.7570E-05,-8.258E-02
-2.7564E-05,-9.058E-02
-2.7564E-05,-8.258E-02
-2.7558E-05,-9.058E-02
-2.7558E-05,-8.658E-02
-2.7552E-05,-9.058E-02
-2.7552E-05,-8.658E-02
-2.7546E-05,-9.058E-02
-2.7546E-05,-8.658E-02
-2.7540E-05,-9.058E-02
-2.7540E-05,-8.658E-02
-2.7534E-05,-9.058E-02
-2.7534E-05,-8.658E-02
-2.7528E-05,-9.058E-02
-2.7528E-05,-9.058E-02
-2.7522E-05,-9.458E-02
-2.7522E-05,-9.058E-02
-2.7516E-05,-9.458E-02
-2.7516E-05,-9.058E-02
-2.7510E-05,-9.058E-02
-2.7510E-05,-9.058E-02
-2.7504E-05,-9.458E-02
-2.7504E-05,-9.058E-02
-2.7498E-05,-9.458E-02
-2.7498E-05,-9.058E-02
-2.7492E-05,-9.458E-02
-2.7492E-05,-9.058E-02
-2.7486E-05,-9.458E-02
-2.7486E-05,-9.058E-02
-2.7480E-05,-9.458E-02
-2.7480E-05,-9.058E-02
-2.7474E-05,-9.458E-02
-2.7474E-05,-9.458E-02
-2.7468E-05,-9.858E-02
-2.7468E-05,-9.458E-02
-2.7462E-05,-9.858E-02
-2.7462E-05,-9.458E-02
-2.7456E-05,-9.858E-02
-2.7456E-05,-9.458E-02
-2.7450E-05,-9.858E-02
-2.7450E-05,-9.458E-02
-2.7444E-05,-9.858E-02
-2.7444E-05,-9.458E-02
-2.7438E-05,-9.858E-02
-2.7438E-05,-9.458E-02
