[s],CH1[V]
-1.7232E-01,-5.126E-02
-1.7232E-01,5.674E-02
-1.7230E-01,-5.126E-02
-1.7230E-01,5.274E-02
-1.7228E-01,-5.126E-02
-1.7228E-01,5.274E-02
-1.7226E-01,-5.526E-02
-1.7226E-01,5.274E-02
-1.7224E-01,-5.526E-02
-1.7224E-01,5.274E-02
-1.7222E-01,-5.526E-02
-1.7222E-01,5.274E-02
-1.7220E-01,-5.526E-02
-1.7220E-01,5.274E-02
-1.7218E-01,-5.126E-02
-1.7218E-01,5.274E-02
-1.7216E-01,-5.126E-02
-1.7216E-01,5.274E-02
-1.7214E-01,-5.126E-02
-1.7214E-01,4.874E-02
-1.7212E-01,-5.126E-02
-1.7212E-01,5.274E-02
-1.7210E-01,-5.126E-02
-1.7210E-01,5.274E-02
-1.7208E-01,-5.526E-02
-1.7208E-01,5.274E-02
-1.7206E-01,-5.126E-02
-1.7206E-01,5.274E-02
-1.7204E-01,-5.126E-02
-1.7204E-01,5.274E-02
-1.7202E-01,-5.526E-02
-1.7202E-01,5.274E-02
-1.7200E-01,-5.126E-02
-1.7200E-01,5.274E-02
-1.7198E-01,-5.526E-02
-1.7198E-01,5.274E-02
-1.7196E-01,-5.126E-02
-1.7196E-01,5.274E-02
-1.7194E-01,-5.526E-02
-1.7194E-01,5.674E-02
-1.7192E-01,-5.126E-02
-1.7192E-01,5.274E-02
-1.7190E-01,-5.526E-02
-1.7190E-01,5.274E-02
-1.7188E-01,-5.526E-02
-1.7188E-01,5.274E-02
-1.7186E-01,-5.126E-02
-1.7186E-01,5.274E-02
-1.7184E-01,-5.526E-02
-1.7184E-01,5.274E-02
-1.7182E-01,-5.526E-02
-1.7182E-01,5.274E-02
-1.7180E-01,-5.126E-02
-1.7180E-01,5.274E-02
-1.7178E-01,-5.526E-02
-1.7178E-01,5.274E-02
-1.7176E-01,-5.126E-02
-1.7176E-01,5.274E-02
-1.7174E-01,-5.126E-02
-1.7174E-01,5.274E-02
-1.7172E-01,-5.126E-02
-1.7172E-01,5.274E-02
-1.7170E-01,-5.126E-02
-1.7170E-01,5.274E-02
-1.7168E-01,-5.126E-02
-1.7168E-01,5.274E-02
-1.7166E-01,-5.126E-02
-1.7166E-01,5.274E-02
-1.7164E-01,-5.126E-02
-1.7164E-01,5.274E-02
-1.7162E-01,-5.126E-02
-1.7162E-01,5.674E-02
-1.7160E-01,-5.126E-02
-1.7160E-01,5.274E-02
-1.7158E-01,-5.526E-02
-1.7158E-01,5.674E-02
-1.7156E-01,-5.126E-02
-1.7156E-01,5.274E-02
-1.7154E-01,-5.126E-02
-1.7154E-01,5.274E-02
-1.7152E-01,-5.126E-02
-1.7152E-01,5.274E-02
-1.7150E-01,-5.126E-02
-1.7150E-01,5.274E-02
-1.7148E-01,-5.126E-02
-1.7148E-01,5.274E-02
-1.7146E-01,-5.126E-02
-1.7146E-01,5.274E-02
-1.7144E-01,-5.526E-02
-1.7144E-01,5.274E-02
-1.7142E-01,-5.526E-02
-1.7142E-01,5.274E-02
-1.7140E-01,-5.126E-02
-1.7140E-01,5.274E-02
-1.7138E-01,-5.126E-02
-1.7138E-01,5.274E-02
-1.7136E-01,-5.526E-02
-1.7136E-01,5.274E-02
-1.7134E-01,-5.526E-02
-1.7134E-01,5.274E-02
-1.7132E-01,-5.126E-02
-1.7132E-01,5.274E-02
-1.7130E-01,-5.126E-02
-1.7130E-01,5.274E-02
-1.7128E-01,-5.126E-02
-1.7128E-01,5.274E-02
-1.7126E-01,-5.526E-02
-1.7126E-01,5.274E-02
-1.7124E-01,-5.126E-02
-1.7124E-01,5.274E-02
-1.7122E-01,-5.526E-02
-1.7122E-01,5.274E-02
-1.7120E-01,-5.126E-02
-1.7120E-01,5.274E-02
-1.7118E-01,-5.126E-02
-1.7118E-01,5.274E-02
-1.7116E-01,-5.126E-02
-1.7116E-01,5.274E-02
-1.7114E-01,-5.126E-02
-1.7114E-01,5.274E-02
-1.7112E-01,-5.126E-02
-1.7112E-01,5.274E-02
-1.7110E-01,-5.126E-02
-1.7110E-01,5.274E-02
-1.7108E-01,-5.126E-02
-1.7108E-01,5.274E-02
-1.7106E-01,-5.126E-02
-1.7106E-01,5.274E-02
-1.7104E-01,-5.126E-02
-1.7104E-01,5.274E-02
-1.7102E-01,-5.126E-02
-1.7102E-01,5.274E-02
-1.7100E-01,-5.126E-02
-1.7100E-01,5.274E-02
-1.7098E-01,-5.126E-02
-1.7098E-01,5.274E-02
-1.7096E-01,-5.126E-02
-1.7096E-01,5.274E-02
-1.7094E-01,-5.126E-02
-1.7094E-01,5.274E-02
-1.7092E-01,-5.126E-02
-1.7092E-01,5.274E-02
-1.7090E-01,-5.126E-02
-1.7090E-01,5.274E-02
-1.7088E-01,-5.126E-02
-1.7088E-01,5.274E-02
-1.7086E-01,-5.526E-02
-1.7086E-01,5.274E-02
-1.7084E-01,-5.126E-02
-1.7084E-01,5.274E-02
-1.7082E-01,-5.126E-02
-1.7082E-01,5.274E-02
-1.7080E-01,-5.126E-02
-1.7080E-01,5.274E-02
-1.7078E-01,-5.126E-02
-1.7078E-01,5.274E-02
-1.7076E-01,-5.126E-02
-1.7076E-01,5.274E-02
-1.7074E-01,-5.526E-02
-1.7074E-01,5.274E-02
-1.7072E-01,-5.126E-02
-1.7072E-01,5.274E-02
-1.7070E-01,-5.526E-02
-1.7070E-01,5.274E-02
-1.7068E-01,-5.126E-02
-1.7068E-01,5.274E-02
-1.7066E-01,-5.126E-02
-1.7066E-01,5.274E-02
-1.7064E-01,-5.126E-02
-1.7064E-01,4.874E-02
-1.7062E-01,-5.126E-02
-1.7062E-01,5.274E-02
-1.7060E-01,-5.126E-02
-1.7060E-01,5.274E-02
-1.7058E-01,-5.126E-02
-1.7058E-01,5.274E-02
-1.7056E-01,-5.126E-02
-1.7056E-01,5.274E-02
-1.7054E-01,-5.126E-02
-1.7054E-01,5.274E-02
-1.7052E-01,-5.126E-02
-1.7052E-01,5.274E-02
-1.7050E-01,-5.126E-02
-1.7050E-01,5.274E-02
-1.7048E-01,-5.526E-02
-1.7048E-01,5.274E-02
-1.7046E-01,-5.526E-02
-1.7046E-01,5.274E-02
-1.7044E-01,-5.526E-02
-1.7044E-01,5.274E-02
-1.7042E-01,-5.126E-02
-1.7042E-01,5.274E-02
-1.7040E-01,-5.126E-02
-1.7040E-01,5.274E-02
-1.7038E-01,-5.126E-02
-1.7038E-01,5.274E-02
-1.7036E-01,-5.126E-02
-1.7036E-01,5.274E-02
-1.7034E-01,-5.526E-02
-1.7034E-01,5.274E-02
-1.7032E-01,-5.126E-02
-1.7032E-01,5.274E-02
-1.7030E-01,-5.526E-02
-1.7030E-01,4.874E-02
-1.7028E-01,-5.126E-02
-1.7028E-01,5.274E-02
-1.7026E-01,-5.126E-02
-1.7026E-01,5.274E-02
-1.7024E-01,-5.126E-02
-1.7024E-01,5.274E-02
-1.7022E-01,-5.526E-02
-1.7022E-01,5.274E-02
-1.7020E-01,-5.126E-02
-1.7020E-01,5.274E-02
-1.7018E-01,-5.526E-02
-1.7018E-01,5.274E-02
-1.7016E-01,-5.126E-02
-1.7016E-01,5.274E-02
-1.7014E-01,-5.126E-02
-1.7014E-01,5.674E-02
-1.7012E-01,-5.126E-02
-1.7012E-01,5.274E-02
-1.7010E-01,-5.126E-02
-1.7010E-01,5.274E-02
-1.7008E-01,-5.126E-02
-1.7008E-01,5.274E-02
-1.7006E-01,-5.526E-02
-1.7006E-01,5.274E-02
-1.7004E-01,-5.126E-02
-1.7004E-01,5.274E-02
-1.7002E-01,-5.126E-02
-1.7002E-01,5.274E-02
-1.7000E-01,-5.126E-02
-1.7000E-01,5.274E-02
-1.6998E-01,-5.126E-02
-1.6998E-01,5.274E-02
-1.6996E-01,-5.126E-02
-1.6996E-01,5.274E-02
-1.6994E-01,-5.526E-02
-1.6994E-01,5.274E-02
-1.6992E-01,-5.126E-02
-1.6992E-01,5.674E-02
-1.6990E-01,-5.126E-02
-1.6990E-01,5.274E-02
-1.6988E-01,-5.126E-02
-1.6988E-01,5.274E-02
-1.6986E-01,-5.126E-02
-1.6986E-01,5.274E-02
-1.6984E-01,-5.126E-02
-1.6984E-01,5.274E-02
-1.6982E-01,-5.526E-02
-1.6982E-01,5.274E-02
-1.6980E-01,-5.526E-02
-1.6980E-01,5.274E-02
-1.6978E-01,-5.526E-02
-1.6978E-01,5.274E-02
-1.6976E-01,-5.526E-02
-1.6976E-01,5.274E-02
-1.6974E-01,-5.526E-02
-1.6974E-01,5.274E-02
-1.6972E-01,-5.526E-02
-1.6972E-01,5.274E-02
-1.6970E-01,-5.526E-02
-1.6970E-01,5.274E-02
-1.6968E-01,-5.126E-02
-1.6968E-01,4.874E-02
-1.6966E-01,-5.526E-02
-1.6966E-01,5.274E-02
-1.6964E-01,-5.126E-02
-1.6964E-01,5.274E-02
-1.6962E-01,-5.126E-02
-1.6962E-01,5.274E-02
-1.6960E-01,-5.526E-02
-1.6960E-01,5.274E-02
-1.6958E-01,-5.126E-02
-1.6958E-01,5.274E-02
-1.6956E-01,-5.126E-02
-1.6956E-01,4.874E-02
-1.6954E-01,-5.126E-02
-1.6954E-01,5.274E-02
-1.6952E-01,-5.126E-02
-1.6952E-01,5.274E-02
-1.6950E-01,-5.126E-02
-1.6950E-01,5.274E-02
-1.6948E-01,-5.126E-02
-1.6948E-01,5.274E-02
-1.6946E-01,-5.526E-02
-1.6946E-01,5.274E-02
-1.6944E-01,-5.126E-02
-1.6944E-01,5.274E-02
-1.6942E-01,-5.526E-02
-1.6942E-01,4.874E-02
-1.6940E-01,-5.126E-02
-1.6940E-01,5.274E-02
-1.6938E-01,-5.526E-02
-1.6938E-01,5.274E-02
-1.6936E-01,-5.126E-02
-1.6936E-01,5.274E-02
-1.6934E-01,-5.126E-02
-1.6934E-01,5.274E-02
-1.6932E-01,-5.526E-02
-1.6932E-01,5.274E-02
-1.6930E-01,-5.126E-02
-1.6930E-01,5.274E-02
-1.6928E-01,-5.126E-02
-1.6928E-01,5.274E-02
-1.6926E-01,-5.526E-02
-1.6926E-01,5.274E-02
-1.6924E-01,-5.126E-02
-1.6924E-01,5.274E-02
-1.6922E-01,-5.126E-02
-1.6922E-01,5.274E-02
-1.6920E-01,-5.126E-02
-1.6920E-01,5.274E-02
-1.6918E-01,-5.126E-02
-1.6918E-01,5.274E-02
-1.6916E-01,-5.126E-02
-1.6916E-01,5.274E-02
-1.6914E-01,-5.526E-02
-1.6914E-01,5.274E-02
-1.6912E-01,-5.126E-02
