[Hz],FFT[dBm]
6.1511230E+05,-9.16254E+01
6.1517334E+05,-8.08054E+01
6.1523438E+05,-7.87854E+01
6.1529541E+05,-8.98854E+01
6.1535645E+05,-8.30054E+01
6.1541748E+05,-8.12454E+01
6.1547852E+05,-8.81854E+01
6.1553955E+05,-8.44254E+01
6.1560059E+05,-8.06054E+01
6.1566162E+05,-8.56254E+01
6.1572266E+05,-8.54254E+01
6.1578369E+05,-8.28254E+01
6.1584473E+05,-8.28454E+01
6.1590576E+05,-8.71054E+01
6.1596680E+05,-9.86254E+01
6.1602783E+05,-8.69054E+01
6.1608887E+05,-8.45854E+01
6.1614990E+05,-9.21054E+01
6.1621094E+05,-9.17254E+01
6.1627197E+05,-8.96254E+01
6.1633301E+05,-9.12254E+01
6.1639404E+05,-8.14654E+01
6.1645508E+05,-8.00454E+01
6.1651611E+05,-8.71854E+01
6.1657715E+05,-9.05254E+01
6.1663818E+05,-9.41054E+01
6.1669922E+05,-8.93454E+01
6.1676025E+05,-8.68054E+01
6.1682129E+05,-8.73854E+01
6.1688232E+05,-9.00854E+01
6.1694336E+05,-9.47854E+01
6.1700439E+05,-8.32054E+01
6.1706543E+05,-7.97654E+01
6.1712646E+05,-8.12054E+01
6.1718750E+05,-8.26054E+01
6.1724854E+05,-8.38854E+01
6.1730957E+05,-9.44454E+01
6.1737061E+05,-8.45854E+01
6.1743164E+05,-8.24654E+01
6.1749268E+05,-8.03254E+01
6.1755371E+05,-8.65454E+01
6.1761475E+05,-8.63854E+01
6.1767578E+05,-8.89454E+01
6.1773682E+05,-8.83454E+01
6.1779785E+05,-8.28054E+01
6.1785889E+05,-8.70654E+01
6.1791992E+05,-9.02654E+01
6.1798096E+05,-8.95854E+01
6.1804199E+05,-9.38254E+01
6.1810303E+05,-8.73654E+01
6.1816406E+05,-8.59254E+01
6.1822510E+05,-8.56854E+01
6.1828613E+05,-8.55854E+01
6.1834717E+05,-9.02654E+01
6.1840820E+05,-8.84854E+01
6.1846924E+05,-8.41054E+01
6.1853027E+05,-9.22654E+01
6.1859131E+05,-8.96254E+01
6.1865234E+05,-9.33054E+01
6.1871338E+05,-9.42654E+01
6.1877441E+05,-1.00225E+02
6.1883545E+05,-9.22054E+01
6.1889648E+05,-8.35454E+01
6.1895752E+05,-8.28854E+01
6.1901855E+05,-8.50454E+01
6.1907959E+05,-8.00054E+01
6.1914062E+05,-7.83654E+01
6.1920166E+05,-8.70054E+01
6.1926270E+05,-9.12054E+01
6.1932373E+05,-9.79054E+01
6.1938477E+05,-9.04054E+01
6.1944580E+05,-8.87454E+01
6.1950684E+05,-8.91054E+01
6.1956787E+05,-9.00054E+01
6.1962891E+05,-9.40654E+01
6.1968994E+05,-9.51454E+01
6.1975098E+05,-8.43654E+01
6.1981201E+05,-8.81254E+01
6.1987305E+05,-9.59054E+01
6.1993408E+05,-9.05854E+01
6.1999512E+05,-9.05254E+01
6.2005615E+05,-8.27854E+01
6.2011719E+05,-9.07654E+01
6.2017822E+05,-8.72454E+01
6.2023926E+05,-8.16254E+01
6.2030029E+05,-8.52854E+01
6.2036133E+05,-9.39054E+01
6.2042236E+05,-9.06854E+01
6.2048340E+05,-9.15054E+01
6.2054443E+05,-9.50654E+01
6.2060547E+05,-9.25854E+01
6.2066650E+05,-8.48854E+01
6.2072754E+05,-8.12854E+01
6.2078857E+05,-8.29654E+01
6.2084961E+05,-8.69054E+01
6.2091064E+05,-9.02654E+01
6.2097168E+05,-8.90254E+01
6.2103271E+05,-8.00854E+01
6.2109375E+05,-7.93654E+01
6.2115479E+05,-7.88054E+01
6.2121582E+05,-8.07854E+01
6.2127686E+05,-9.00054E+01
6.2133789E+05,-9.81254E+01
6.2139893E+05,-9.14454E+01
6.2145996E+05,-9.36054E+01
6.2152100E+05,-9.51854E+01
6.2158203E+05,-1.08525E+02
6.2164307E+05,-8.50054E+01
6.2170410E+05,-8.77854E+01
6.2176514E+05,-8.58454E+01
6.2182617E+05,-1.01125E+02
6.2188721E+05,-9.31854E+01
6.2194824E+05,-8.68254E+01
6.2200928E+05,-8.14054E+01
6.2207031E+05,-8.07854E+01
6.2213135E+05,-7.84654E+01
6.2219238E+05,-8.24454E+01
6.2225342E+05,-8.56654E+01
6.2231445E+05,-9.11854E+01
6.2237549E+05,-8.65054E+01
6.2243652E+05,-8.29654E+01
6.2249756E+05,-8.38854E+01
6.2255859E+05,-9.68254E+01
6.2261963E+05,-9.40054E+01
6.2268066E+05,-8.61254E+01
6.2274170E+05,-8.46654E+01
6.2280273E+05,-9.16054E+01
6.2286377E+05,-8.83254E+01
6.2292480E+05,-8.25454E+01
6.2298584E+05,-8.39454E+01
6.2304688E+05,-8.71254E+01
6.2310791E+05,-9.67254E+01
6.2316895E+05,-9.01254E+01
6.2322998E+05,-9.53454E+01
6.2329102E+05,-9.70254E+01
6.2335205E+05,-9.98854E+01
6.2341309E+05,-9.09854E+01
6.2347412E+05,-8.88454E+01
6.2353516E+05,-8.50654E+01
6.2359619E+05,-7.89454E+01
6.2365723E+05,-7.88654E+01
6.2371826E+05,-8.12454E+01
6.2377930E+05,-8.55254E+01
6.2384033E+05,-8.89654E+01
6.2390137E+05,-8.95054E+01
6.2396240E+05,-9.34054E+01
6.2402344E+05,-9.24454E+01
6.2408447E+05,-8.97654E+01
6.2414551E+05,-8.69054E+01
6.2420654E+05,-9.24454E+01
6.2426758E+05,-8.76254E+01
6.2432861E+05,-8.85454E+01
6.2438965E+05,-8.97654E+01
6.2445068E+05,-1.04925E+02
6.2451172E+05,-8.79254E+01
6.2457275E+05,-7.87254E+01
6.2463379E+05,-8.42654E+01
6.2469482E+05,-7.70654E+01
6.2475586E+05,-7.90654E+01
6.2481689E+05,-6.77854E+01
6.2487793E+05,-5.64454E+01
6.2493896E+05,-1.64654E+01
6.2500000E+05,-1.08454E+01
6.2506104E+05,-1.72454E+01
6.2512207E+05,-5.70254E+01
6.2518311E+05,-7.00854E+01
6.2524414E+05,-7.69654E+01
6.2530518E+05,-7.60054E+01
6.2536621E+05,-8.06254E+01
6.2542725E+05,-7.92654E+01
6.2548828E+05,-8.94454E+01
6.2554932E+05,-9.08054E+01
6.2561035E+05,-8.86254E+01
6.2567139E+05,-8.57054E+01
6.2573242E+05,-9.11454E+01
6.2579346E+05,-9.17454E+01
6.2585449E+05,-9.22254E+01
6.2591553E+05,-8.19254E+01
6.2597656E+05,-8.24854E+01
6.2603760E+05,-8.70054E+01
6.2609863E+05,-9.12854E+01
6.2615967E+05,-9.46054E+01
6.2622070E+05,-1.06385E+02
6.2628174E+05,-8.95054E+01
6.2634277E+05,-9.13454E+01
6.2640381E+05,-8.15454E+01
6.2646484E+05,-8.71054E+01
6.2652588E+05,-9.34654E+01
6.2658691E+05,-9.25454E+01
6.2664795E+05,-9.10054E+01
6.2670898E+05,-8.69454E+01
6.2677002E+05,-8.68654E+01
6.2683105E+05,-9.24854E+01
6.2689209E+05,-8.70454E+01
6.2695312E+05,-8.32254E+01
6.2701416E+05,-8.95054E+01
6.2707520E+05,-9.12454E+01
6.2713623E+05,-8.57654E+01
6.2719727E+05,-8.95854E+01
6.2725830E+05,-8.08054E+01
6.2731934E+05,-8.30654E+01
6.2738037E+05,-9.82454E+01
6.2744141E+05,-8.66254E+01
6.2750244E+05,-9.02254E+01
6.2756348E+05,-9.13454E+01
6.2762451E+05,-9.89454E+01
6.2768555E+05,-8.88454E+01
6.2774658E+05,-8.68454E+01
6.2780762E+05,-8.50254E+01
6.2786865E+05,-9.42454E+01
6.2792969E+05,-8.91054E+01
6.2799072E+05,-8.60854E+01
6.2805176E+05,-8.47454E+01
6.2811279E+05,-8.82854E+01
6.2817383E+05,-9.48454E+01
6.2823486E+05,-9.17454E+01
6.2829590E+05,-8.62054E+01
6.2835693E+05,-8.05854E+01
6.2841797E+05,-8.29054E+01
6.2847900E+05,-8.55054E+01
6.2854004E+05,-9.19454E+01
6.2860107E+05,-8.05854E+01
6.2866211E+05,-8.13054E+01
6.2872314E+05,-8.84054E+01
6.2878418E+05,-8.63854E+01
6.2884521E+05,-8.02654E+01
6.2890625E+05,-8.19454E+01
6.2896729E+05,-9.21854E+01
6.2902832E+05,-9.32254E+01
6.2908936E+05,-8.30854E+01
6.2915039E+05,-7.98454E+01
6.2921143E+05,-8.92254E+01
6.2927246E+05,-9.38254E+01
6.2933350E+05,-8.90654E+01
6.2939453E+05,-8.41254E+01
6.2945557E+05,-8.62054E+01
6.2951660E+05,-8.50854E+01
6.2957764E+05,-8.75454E+01
6.2963867E+05,-8.77854E+01
6.2969971E+05,-8.31654E+01
6.2976074E+05,-8.33454E+01
6.2982178E+05,-8.73654E+01
6.2988281E+05,-8.61054E+01
6.2994385E+05,-9.21054E+01
6.3000488E+05,-9.22254E+01
6.3006592E+05,-8.67254E+01
6.3012695E+05,-9.42654E+01
6.3018799E+05,-8.46054E+01
6.3024902E+05,-8.29854E+01
6.3031006E+05,-9.00454E+01
6.3037109E+05,-9.36254E+01
6.3043213E+05,-8.90054E+01
6.3049316E+05,-8.19854E+01
6.3055420E+05,-7.98054E+01
6.3061523E+05,-7.98854E+01
6.3067627E+05,-8.19854E+01
6.3073730E+05,-8.98054E+01
6.3079834E+05,-8.87254E+01
6.3085938E+05,-8.84054E+01
6.3092041E+05,-9.65654E+01
6.3098145E+05,-8.72654E+01
6.3104248E+05,-9.10854E+01
6.3110352E+05,-8.87854E+01
6.3116455E+05,-9.40854E+01
6.3122559E+05,-8.77054E+01
6.3128662E+05,-8.43054E+01
6.3134766E+05,-8.76654E+01
6.3140869E+05,-9.74454E+01
6.3146973E+05,-9.10654E+01
6.3153076E+05,-8.50254E+01
6.3159180E+05,-8.15254E+01
6.3165283E+05,-8.11454E+01
6.3171387E+05,-8.26854E+01
6.3177490E+05,-8.54254E+01
6.3183594E+05,-8.42054E+01
6.3189697E+05,-8.73854E+01
6.3195801E+05,-9.46054E+01
6.3201904E+05,-8.37454E+01
6.3208008E+05,-8.84854E+01
6.3214111E+05,-9.36654E+01
6.3220215E+05,-8.89454E+01
6.3226318E+05,-9.23254E+01
6.3232422E+05,-8.74254E+01
6.3238525E+05,-8.45254E+01
6.3244629E+05,-8.57054E+01
6.3250732E+05,-8.89654E+01
6.3256836E+05,-8.33454E+01
6.3262939E+05,-1.00865E+02
6.3269043E+05,-8.43654E+01
6.3275146E+05,-8.38654E+01
6.3281250E+05,-8.78654E+01
6.3287354E+05,-8.78254E+01
6.3293457E+05,-8.92254E+01
6.3299561E+05,-9.77854E+01
6.3305664E+05,-1.07325E+02
6.3311768E+05,-9.31054E+01
6.3317871E+05,-8.80054E+01
6.3323975E+05,-8.60854E+01
6.3330078E+05,-8.82054E+01
6.3336182E+05,-8.14854E+01
6.3342285E+05,-8.47854E+01
6.3348389E+05,-9.16054E+01
6.3354492E+05,-8.99654E+01
6.3360596E+05,-1.01165E+02
6.3366699E+05,-9.03654E+01
6.3372803E+05,-9.47454E+01
6.3378906E+05,-9.77054E+01
6.3385010E+05,-9.12654E+01
6.3391113E+05,-8.81254E+01
6.3397217E+05,-8.90654E+01
6.3403320E+05,-8.71454E+01
6.3409424E+05,-8.86654E+01
6.3415527E+05,-8.70654E+01
6.3421631E+05,-8.37054E+01
6.3427734E+05,-8.11654E+01
6.3433838E+05,-8.34654E+01
6.3439941E+05,-1.06165E+02
6.3446045E+05,-8.97054E+01
6.3452148E+05,-8.90654E+01
6.3458252E+05,-8.48054E+01
6.3464355E+05,-8.64254E+01
6.3470459E+05,-8.07654E+01
6.3476562E+05,-7.90054E+01
6.3482666E+05,-8.91054E+01
6.3488770E+05,-8.75854E+01
6.3494873E+05,-8.03254E+01
6.3500977E+05,-7.91654E+01
6.3507080E+05,-8.45054E+01
6.3513184E+05,-9.60654E+01
6.3519287E+05,-8.31254E+01
6.3525391E+05,-8.35854E+01
6.3531494E+05,-8.79454E+01
6.3537598E+05,-8.78454E+01
6.3543701E+05,-1.04805E+02
6.3549805E+05,-9.41454E+01
6.3555908E+05,-8.47854E+01
6.3562012E+05,-9.31254E+01
6.3568115E+05,-8.99654E+01
6.3574219E+05,-8.93654E+01
6.3580322E+05,-8.56254E+01
6.3586426E+05,-8.86854E+01
6.3592529E+05,-8.98054E+01
6.3598633E+05,-8.65254E+01
6.3604736E+05,-8.64054E+01
6.3610840E+05,-8.33654E+01
6.3616943E+05,-8.91054E+01
6.3623047E+05,-8.99654E+01
6.3629150E+05,-8.74654E+01
6.3635254E+05,-8.70054E+01
6.3641357E+05,-8.56054E+01
6.3647461E+05,-9.43854E+01
6.3653564E+05,-9.32654E+01
6.3659668E+05,-8.84054E+01
6.3665771E+05,-8.55654E+01
6.3671875E+05,-9.85654E+01
6.3677979E+05,-9.05054E+01
6.3684082E+05,-8.71854E+01
6.3690186E+05,-8.71054E+01
6.3696289E+05,-1.04605E+02
6.3702393E+05,-8.51054E+01
6.3708496E+05,-8.98454E+01
6.3714600E+05,-8.81854E+01
6.3720703E+05,-8.53454E+01
6.3726807E+05,-7.98854E+01
6.3732910E+05,-8.05454E+01
6.3739014E+05,-9.03454E+01
6.3745117E+05,-9.75254E+01
6.3751221E+05,-8.86054E+01
6.3757324E+05,-8.83654E+01
6.3763428E+05,-8.73854E+01
6.3769531E+05,-8.84254E+01
6.3775635E+05,-8.77454E+01
6.3781738E+05,-8.60254E+01
6.3787842E+05,-8.55854E+01
6.3793945E+05,-8.63454E+01
6.3800049E+05,-8.91054E+01
6.3806152E+05,-8.25254E+01
6.3812256E+05,-8.52854E+01
6.3818359E+05,-8.50454E+01
6.3824463E+05,-8.28454E+01
6.3830566E+05,-9.07454E+01
6.3836670E+05,-9.11254E+01
6.3842773E+05,-8.77054E+01
6.3848877E+05,-9.26654E+01
6.3854980E+05,-8.76854E+01
6.3861084E+05,-8.94054E+01
6.3867188E+05,-8.80454E+01
6.3873291E+05,-8.57054E+01
6.3879395E+05,-9.00854E+01
6.3885498E+05,-9.19454E+01
6.3891602E+05,-9.07254E+01
6.3897705E+05,-8.94454E+01
6.3903809E+05,-9.10854E+01
6.3909912E+05,-9.10454E+01
6.3916016E+05,-9.20054E+01
6.3922119E+05,-8.48854E+01
6.3928223E+05,-8.42254E+01
6.3934326E+05,-8.62454E+01
6.3940430E+05,-8.68254E+01
6.3946533E+05,-8.11054E+01
6.3952637E+05,-8.29254E+01
6.3958740E+05,-9.11454E+01
6.3964844E+05,-8.94054E+01
6.3970947E+05,-9.36454E+01
6.3977051E+05,-8.73454E+01
6.3983154E+05,-8.86254E+01
6.3989258E+05,-9.27054E+01
6.3995361E+05,-8.31854E+01
6.4001465E+05,-8.20854E+01
6.4007568E+05,-8.52254E+01
6.4013672E+05,-8.51454E+01
6.4019775E+05,-8.49854E+01
6.4025879E+05,-8.66654E+01
6.4031982E+05,-9.04254E+01
6.4038086E+05,-9.13454E+01
6.4044189E+05,-8.46054E+01
6.4050293E+05,-8.90054E+01
6.4056396E+05,-9.37054E+01
6.4062500E+05,-8.61254E+01
6.4068604E+05,-8.71054E+01
6.4074707E+05,-1.03625E+02
6.4080811E+05,-1.19765E+02
6.4086914E+05,-9.06654E+01
6.4093018E+05,-8.58054E+01
6.4099121E+05,-8.75654E+01
6.4105225E+05,-9.05854E+01
6.4111328E+05,-8.65854E+01
6.4117432E+05,-8.99654E+01
6.4123535E+05,-8.67454E+01
6.4129639E+05,-9.35254E+01
6.4135742E+05,-9.05654E+01
6.4141846E+05,-8.93054E+01
6.4147949E+05,-8.87254E+01
6.4154053E+05,-8.66254E+01
6.4160156E+05,-8.57854E+01
6.4166260E+05,-8.91254E+01
6.4172363E+05,-8.40654E+01
6.4178467E+05,-7.98854E+01
6.4184570E+05,-8.38454E+01
6.4190674E+05,-8.40054E+01
6.4196777E+05,-8.81054E+01
6.4202881E+05,-8.87854E+01
6.4208984E+05,-8.13854E+01
6.4215088E+05,-8.21254E+01
6.4221191E+05,-8.56454E+01
6.4227295E+05,-9.37054E+01
6.4233398E+05,-9.11654E+01
6.4239502E+05,-8.59654E+01
6.4245605E+05,-1.09445E+02
6.4251709E+05,-8.65254E+01
6.4257812E+05,-8.53054E+01
6.4263916E+05,-8.68254E+01
6.4270020E+05,-8.38854E+01
6.4276123E+05,-8.52654E+01
6.4282227E+05,-8.55454E+01
6.4288330E+05,-8.21054E+01
6.4294434E+05,-8.37854E+01
6.4300537E+05,-8.43854E+01
6.4306641E+05,-8.99254E+01
6.4312744E+05,-8.84854E+01
6.4318848E+05,-8.33454E+01
6.4324951E+05,-8.32254E+01
6.4331055E+05,-8.90054E+01
6.4337158E+05,-8.35654E+01
6.4343262E+05,-8.09454E+01
6.4349365E+05,-8.22054E+01
6.4355469E+05,-8.34454E+01
6.4361572E+05,-9.17854E+01
6.4367676E+05,-9.95854E+01
6.4373779E+05,-9.26854E+01
6.4379883E+05,-9.16854E+01
6.4385986E+05,-9.38854E+01
6.4392090E+05,-9.56454E+01
6.4398193E+05,-8.38454E+01
6.4404297E+05,-8.74854E+01
6.4410400E+05,-8.35254E+01
6.4416504E+05,-9.06654E+01
6.4422607E+05,-8.62254E+01
6.4428711E+05,-8.96654E+01
6.4434814E+05,-8.92054E+01
6.4440918E+05,-1.02685E+02
6.4447021E+05,-8.82454E+01
6.4453125E+05,-8.54854E+01
6.4459229E+05,-9.79854E+01
6.4465332E+05,-9.47454E+01
6.4471436E+05,-9.35854E+01
6.4477539E+05,-8.30054E+01
6.4483643E+05,-8.39854E+01
6.4489746E+05,-9.82654E+01
6.4495850E+05,-8.77454E+01
6.4501953E+05,-8.87254E+01
6.4508057E+05,-1.12425E+02
6.4514160E+05,-9.07054E+01
6.4520264E+05,-9.30254E+01
6.4526367E+05,-9.16854E+01
6.4532471E+05,-8.40254E+01
6.4538574E+05,-8.45654E+01
6.4544678E+05,-8.55654E+01
6.4550781E+05,-8.68854E+01
6.4556885E+05,-8.87454E+01
6.4562988E+05,-8.38654E+01
6.4569092E+05,-8.45254E+01
6.4575195E+05,-9.21854E+01
6.4581299E+05,-9.93054E+01
6.4587402E+05,-8.78254E+01
6.4593506E+05,-9.17054E+01
6.4599609E+05,-9.05254E+01
6.4605713E+05,-8.89054E+01
6.4611816E+05,-9.17454E+01
6.4617920E+05,-8.82054E+01
6.4624023E+05,-8.86254E+01
6.4630127E+05,-9.32454E+01
6.4636230E+05,-1.00445E+02
6.4642334E+05,-8.87454E+01
6.4648438E+05,-9.82854E+01
6.4654541E+05,-8.13454E+01
6.4660645E+05,-7.95854E+01
6.4666748E+05,-8.57454E+01
6.4672852E+05,-8.83654E+01
6.4678955E+05,-8.59854E+01
6.4685059E+05,-9.10254E+01
6.4691162E+05,-9.24054E+01
6.4697266E+05,-8.64654E+01
6.4703369E+05,-8.36654E+01
6.4709473E+05,-8.63854E+01
6.4715576E+05,-8.34054E+01
6.4721680E+05,-8.36054E+01
6.4727783E+05,-8.50454E+01
6.4733887E+05,-8.60654E+01
6.4739990E+05,-9.46254E+01
6.4746094E+05,-8.50454E+01
6.4752197E+05,-9.24054E+01
6.4758301E+05,-8.92254E+01
6.4764404E+05,-8.82854E+01
6.4770508E+05,-8.34454E+01
6.4776611E+05,-8.28654E+01
6.4782715E+05,-8.86054E+01
6.4788818E+05,-9.40054E+01
6.4794922E+05,-1.03985E+02
6.4801025E+05,-8.94454E+01
6.4807129E+05,-8.37054E+01
6.4813232E+05,-8.32854E+01
6.4819336E+05,-8.77454E+01
6.4825439E+05,-8.93454E+01
6.4831543E+05,-8.78254E+01
6.4837646E+05,-8.29254E+01
6.4843750E+05,-8.33254E+01
6.4849854E+05,-8.80854E+01
6.4855957E+05,-9.61654E+01
6.4862061E+05,-8.58654E+01
6.4868164E+05,-9.06254E+01
6.4874268E+05,-9.41654E+01
6.4880371E+05,-9.21454E+01
6.4886475E+05,-8.83654E+01
6.4892578E+05,-8.88054E+01
6.4898682E+05,-1.08325E+02
6.4904785E+05,-8.24054E+01
6.4910889E+05,-8.50454E+01
6.4916992E+05,-8.66254E+01
6.4923096E+05,-8.57854E+01
6.4929199E+05,-9.25454E+01
6.4935303E+05,-8.98054E+01
6.4941406E+05,-8.59854E+01
6.4947510E+05,-9.54854E+01
6.4953613E+05,-1.29165E+02
6.4959717E+05,-8.72854E+01
6.4965820E+05,-8.37854E+01
6.4971924E+05,-8.90054E+01
6.4978027E+05,-8.07854E+01
6.4984131E+05,-8.07854E+01
6.4990234E+05,-8.19854E+01
6.4996338E+05,-8.33254E+01
6.5002441E+05,-8.95454E+01
6.5008545E+05,-8.38654E+01
6.5014648E+05,-8.02654E+01
6.5020752E+05,-9.62654E+01
6.5026855E+05,-8.43654E+01
6.5032959E+05,-9.20454E+01
6.5039062E+05,-8.93054E+01
6.5045166E+05,-8.40454E+01
6.5051270E+05,-8.28254E+01
6.5057373E+05,-8.86254E+01
6.5063477E+05,-8.60654E+01
6.5069580E+05,-8.23654E+01
6.5075684E+05,-8.80454E+01
6.5081787E+05,-8.82654E+01
6.5087891E+05,-8.88054E+01
6.5093994E+05,-9.46854E+01
6.5100098E+05,-8.51654E+01
6.5106201E+05,-8.90254E+01
6.5112305E+05,-9.07254E+01
6.5118408E+05,-8.70454E+01
6.5124512E+05,-8.60654E+01
6.5130615E+05,-8.58854E+01
6.5136719E+05,-8.59654E+01
6.5142822E+05,-9.31254E+01
6.5148926E+05,-8.53254E+01
6.5155029E+05,-8.63054E+01
6.5161133E+05,-8.44854E+01
6.5167236E+05,-9.15054E+01
6.5173340E+05,-8.60054E+01
6.5179443E+05,-8.76654E+01
6.5185547E+05,-9.41654E+01
6.5191650E+05,-9.05454E+01
6.5197754E+05,-8.49054E+01
6.5203857E+05,-8.65454E+01
6.5209961E+05,-8.65454E+01
6.5216064E+05,-8.31254E+01
6.5222168E+05,-8.16654E+01
6.5228271E+05,-8.54854E+01
6.5234375E+05,-8.64854E+01
6.5240479E+05,-7.92254E+01
6.5246582E+05,-8.16854E+01
6.5252686E+05,-8.84254E+01
6.5258789E+05,-9.12654E+01
6.5264893E+05,-9.22654E+01
6.5270996E+05,-9.67054E+01
6.5277100E+05,-8.70254E+01
6.5283203E+05,-8.87454E+01
6.5289307E+05,-9.13254E+01
6.5295410E+05,-9.34254E+01
6.5301514E+05,-8.72254E+01
6.5307617E+05,-8.54854E+01
6.5313721E+05,-9.24054E+01
6.5319824E+05,-9.42654E+01
6.5325928E+05,-8.97054E+01
6.5332031E+05,-8.64454E+01
6.5338135E+05,-8.01854E+01
6.5344238E+05,-8.19654E+01
6.5350342E+05,-8.76854E+01
6.5356445E+05,-8.77054E+01
6.5362549E+05,-8.76654E+01
6.5368652E+05,-8.52654E+01
6.5374756E+05,-8.34654E+01
6.5380859E+05,-8.56654E+01
6.5386963E+05,-1.01965E+02
6.5393066E+05,-8.74654E+01
6.5399170E+05,-8.77254E+01
6.5405273E+05,-8.59654E+01
6.5411377E+05,-8.33254E+01
6.5417480E+05,-8.14054E+01
6.5423584E+05,-8.86654E+01
6.5429688E+05,-8.43854E+01
6.5435791E+05,-7.96254E+01
6.5441895E+05,-7.86854E+01
6.5447998E+05,-8.16454E+01
6.5454102E+05,-8.44254E+01
6.5460205E+05,-9.80854E+01
6.5466309E+05,-9.52254E+01
6.5472412E+05,-8.76254E+01
6.5478516E+05,-8.19054E+01
6.5484619E+05,-8.01854E+01
6.5490723E+05,-8.34454E+01
6.5496826E+05,-8.49054E+01
6.5502930E+05,-8.74254E+01
6.5509033E+05,-8.82454E+01
6.5515137E+05,-9.61654E+01
6.5521240E+05,-8.85454E+01
6.5527344E+05,-8.19254E+01
6.5533447E+05,-8.81054E+01
6.5539551E+05,-8.64854E+01
6.5545654E+05,-8.61654E+01
6.5551758E+05,-9.28854E+01
6.5557861E+05,-8.14054E+01
6.5563965E+05,-8.16054E+01
6.5570068E+05,-1.01585E+02
6.5576172E+05,-8.81854E+01
6.5582275E+05,-8.97054E+01
6.5588379E+05,-8.57854E+01
6.5594482E+05,-8.68654E+01
6.5600586E+05,-1.09005E+02
6.5606689E+05,-9.09454E+01
6.5612793E+05,-9.55854E+01
6.5618896E+05,-8.20654E+01
6.5625000E+05,-8.12854E+01
6.5631104E+05,-9.29854E+01
6.5637207E+05,-9.60854E+01
6.5643311E+05,-8.81254E+01
6.5649414E+05,-9.25654E+01
6.5655518E+05,-9.15054E+01
6.5661621E+05,-1.01625E+02
6.5667725E+05,-9.84254E+01
6.5673828E+05,-8.53654E+01
6.5679932E+05,-8.82854E+01
6.5686035E+05,-9.10054E+01
6.5692139E+05,-8.65854E+01
6.5698242E+05,-9.26854E+01
6.5704346E+05,-9.57654E+01
6.5710449E+05,-8.85654E+01
6.5716553E+05,-9.42854E+01
6.5722656E+05,-8.46254E+01
6.5728760E+05,-9.07054E+01
6.5734863E+05,-8.62654E+01
6.5740967E+05,-8.19254E+01
6.5747070E+05,-9.15854E+01
6.5753174E+05,-8.63054E+01
6.5759277E+05,-8.74854E+01
6.5765381E+05,-8.97054E+01
6.5771484E+05,-9.31254E+01
6.5777588E+05,-9.43854E+01
6.5783691E+05,-8.86254E+01
6.5789795E+05,-8.52454E+01
6.5795898E+05,-8.77454E+01
6.5802002E+05,-9.18654E+01
6.5808105E+05,-8.66654E+01
6.5814209E+05,-1.10005E+02
6.5820312E+05,-9.19254E+01
6.5826416E+05,-9.05254E+01
6.5832520E+05,-9.10254E+01
6.5838623E+05,-9.59054E+01
6.5844727E+05,-9.78454E+01
6.5850830E+05,-8.69054E+01
6.5856934E+05,-8.43254E+01
6.5863037E+05,-8.29054E+01
6.5869141E+05,-8.74654E+01
6.5875244E+05,-9.13054E+01
6.5881348E+05,-1.08785E+02
6.5887451E+05,-9.33854E+01
6.5893555E+05,-9.47854E+01
6.5899658E+05,-8.18454E+01
6.5905762E+05,-8.07654E+01
6.5911865E+05,-8.57054E+01
6.5917969E+05,-9.14254E+01
6.5924072E+05,-9.46454E+01
6.5930176E+05,-8.82654E+01
6.5936279E+05,-8.73254E+01
6.5942383E+05,-8.85654E+01
6.5948486E+05,-8.64254E+01
6.5954590E+05,-8.71654E+01
6.5960693E+05,-9.45054E+01
6.5966797E+05,-8.61254E+01
6.5972900E+05,-8.91054E+01
6.5979004E+05,-8.19654E+01
6.5985107E+05,-8.71454E+01
6.5991211E+05,-8.89054E+01
6.5997314E+05,-9.16254E+01
6.6003418E+05,-9.15454E+01
6.6009521E+05,-9.25254E+01
6.6015625E+05,-9.32054E+01
6.6021729E+05,-8.73454E+01
6.6027832E+05,-9.53254E+01
6.6033936E+05,-8.22454E+01
6.6040039E+05,-8.07054E+01
6.6046143E+05,-8.55254E+01
6.6052246E+05,-9.46654E+01
6.6058350E+05,-9.21854E+01
6.6064453E+05,-8.83254E+01
6.6070557E+05,-9.12254E+01
6.6076660E+05,-8.52254E+01
6.6082764E+05,-8.02654E+01
6.6088867E+05,-8.30054E+01
6.6094971E+05,-8.46254E+01
6.6101074E+05,-9.19454E+01
6.6107178E+05,-1.04025E+02
6.6113281E+05,-9.13054E+01
6.6119385E+05,-1.01045E+02
6.6125488E+05,-7.96654E+01
6.6131592E+05,-7.87854E+01
6.6137695E+05,-8.26054E+01
6.6143799E+05,-9.90254E+01
6.6149902E+05,-1.05065E+02
6.6156006E+05,-8.99654E+01
6.6162109E+05,-8.45854E+01
6.6168213E+05,-8.37854E+01
6.6174316E+05,-9.63054E+01
6.6180420E+05,-8.72854E+01
6.6186523E+05,-8.79254E+01
6.6192627E+05,-1.08565E+02
6.6198730E+05,-8.60054E+01
6.6204834E+05,-8.60654E+01
6.6210938E+05,-8.38454E+01
6.6217041E+05,-8.09254E+01
6.6223145E+05,-8.38054E+01
6.6229248E+05,-8.59854E+01
6.6235352E+05,-8.84054E+01
6.6241455E+05,-8.99654E+01
6.6247559E+05,-9.36254E+01
